srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,system3Number,system3Id,system4Number,system4Id,system5Number,system5Id,system1rank,system2rank,system3rank,system4rank,system5rank
Spanish,English,119,lidovky.cz/2009/12/10/75486,7,A138ZQHYN36BY8,1,_ref,12,columbia,52,upv-combo,49,upc,6,cmu-heafield-combo,5,5,2,1,4
Spanish,English,120,lidovky.cz/2009/12/10/75486,8,A138ZQHYN36BY8,4,cambridge,46,uedin,18,dfki,25,jhu-combo,3,bbn-combo,3,5,2,3,4
Spanish,English,121,lidovky.cz/2009/12/10/75486,9,A138ZQHYN36BY8,37,onlineA,46,uedin,15,cu-zeman,18,dfki,52,upv-combo,2,1,1,1,2
Spanish,English,180,lidovky.cz/2009/12/10/75482,3,A22QI4O5WSMOQE,24,jhu,15,cu-zeman,49,upc,1,_ref,37,onlineA,4,5,2,1,3
Spanish,English,181,lidovky.cz/2009/12/10/75482,4,A22QI4O5WSMOQE,12,columbia,46,uedin,25,jhu-combo,24,jhu,18,dfki,5,2,4,1,3
Spanish,English,182,lidovky.cz/2009/12/10/75482,5,A22QI4O5WSMOQE,18,dfki,6,cmu-heafield-combo,4,cambridge,23,huicong,46,uedin,5,4,3,2,1
Spanish,English,871,lesechos/2009/12/10/218334,7,A22QI4O5WSMOQE,23,huicong,4,cambridge,12,columbia,49,upc,18,dfki,4,3,4,2,1
Spanish,English,872,lesechos/2009/12/10/218334,8,A22QI4O5WSMOQE,52,upv-combo,3,bbn-combo,6,cmu-heafield-combo,1,_ref,46,uedin,3,2,4,1,4
Spanish,English,873,lesechos/2009/12/10/218334,9,A22QI4O5WSMOQE,24,jhu,18,dfki,52,upv-combo,12,columbia,15,cu-zeman,3,2,1,5,4
Spanish,English,1638,elmundo/2009/12/10/10102,20,A22QI4O5WSMOQE,12,columbia,15,cu-zeman,25,jhu-combo,37,onlineA,46,uedin,3,4,1,3,2
Spanish,English,1639,elmundo/2009/12/10/10102,21,A22QI4O5WSMOQE,49,upc,12,columbia,6,cmu-heafield-combo,37,onlineA,4,cambridge,3,4,4,2,1
Spanish,English,1640,elmundo/2009/12/10/10102,22,A22QI4O5WSMOQE,6,cmu-heafield-combo,52,upv-combo,23,huicong,46,uedin,49,upc,1,2,3,2,2
Spanish,English,2005,cincodias/2009/12/11/5334,47,A22QI4O5WSMOQE,24,jhu,46,uedin,38,onlineB,18,dfki,25,jhu-combo,3,1,4,5,2
Spanish,English,2006,cincodias/2009/12/11/5334,48,A22QI4O5WSMOQE,46,uedin,15,cu-zeman,12,columbia,3,bbn-combo,4,cambridge,1,3,4,2,2
Spanish,English,2007,cincodias/2009/12/11/5334,49,A22QI4O5WSMOQE,18,dfki,37,onlineA,52,upv-combo,23,huicong,38,onlineB,5,4,2,3,1
Spanish,English,1841,cincodias/2009/12/10/53246,2,A22QI4O5WSMOQE,46,uedin,4,cambridge,24,jhu,1,_ref,37,onlineA,2,4,3,1,5
Spanish,English,1842,cincodias/2009/12/10/53246,3,A22QI4O5WSMOQE,25,jhu-combo,24,jhu,38,onlineB,46,uedin,6,cmu-heafield-combo,4,5,1,2,3
Spanish,English,1843,cincodias/2009/12/10/53246,4,A22QI4O5WSMOQE,4,cambridge,46,uedin,12,columbia,23,huicong,3,bbn-combo,2,1,5,4,3
Spanish,English,2024,cincodias/2009/12/11/5334,66,A2X7BQ0CIUP3IA,52,upv-combo,24,jhu,12,columbia,15,cu-zeman,4,cambridge,1,2,3,5,4
Spanish,English,2025,cincodias/2009/12/11/5334,67,A2X7BQ0CIUP3IA,4,cambridge,37,onlineA,3,bbn-combo,49,upc,46,uedin,1,3,2,5,4
Spanish,English,2026,cincodias/2009/12/11/5334,68,A2X7BQ0CIUP3IA,24,jhu,6,cmu-heafield-combo,25,jhu-combo,49,upc,3,bbn-combo,1,2,2,5,4
Spanish,English,1322,frankfurter-rundschau/2009/12/10/99509,4,A22QI4O5WSMOQE,18,dfki,15,cu-zeman,23,huicong,6,cmu-heafield-combo,25,jhu-combo,2,5,4,1,4
Spanish,English,1323,frankfurter-rundschau/2009/12/10/99509,5,A22QI4O5WSMOQE,15,cu-zeman,18,dfki,49,upc,24,jhu,25,jhu-combo,5,1,2,3,4
Spanish,English,1324,frankfurter-rundschau/2009/12/10/99509,6,A22QI4O5WSMOQE,49,upc,52,upv-combo,37,onlineA,15,cu-zeman,38,onlineB,1,2,4,3,1
Spanish,English,382,lidovky.cz/2009/12/10/75429,29,A22QI4O5WSMOQE,24,jhu,49,upc,6,cmu-heafield-combo,18,dfki,4,cambridge,2,1,3,4,4
Spanish,English,383,lidovky.cz/2009/12/10/75429,30,A22QI4O5WSMOQE,24,jhu,18,dfki,49,upc,3,bbn-combo,37,onlineA,3,1,1,4,2
Spanish,English,384,lidovky.cz/2009/12/10/75429,31,A22QI4O5WSMOQE,46,uedin,15,cu-zeman,12,columbia,52,upv-combo,3,bbn-combo,1,3,2,2,1
Spanish,English,1330,frankfurter-rundschau/2009/12/10/99509,12,A2X7BQ0CIUP3IA,25,jhu-combo,1,_ref,49,upc,24,jhu,3,bbn-combo,3,1,2,4,5
Spanish,English,1331,frankfurter-rundschau/2009/12/10/99509,13,A2X7BQ0CIUP3IA,23,huicong,1,_ref,6,cmu-heafield-combo,52,upv-combo,18,dfki,3,1,2,4,5
Spanish,English,1332,frankfurter-rundschau/2009/12/10/99509,14,A2X7BQ0CIUP3IA,23,huicong,3,bbn-combo,15,cu-zeman,1,_ref,38,onlineB,2,3,4,1,5
Spanish,English,1838,cincodias/2009/12/10/53245,19,A2X7BQ0CIUP3IA,46,uedin,18,dfki,3,bbn-combo,6,cmu-heafield-combo,15,cu-zeman,1,4,2,3,5
Spanish,English,1839,cincodias/2009/12/10/53245,20,A2X7BQ0CIUP3IA,37,onlineA,1,_ref,46,uedin,49,upc,24,jhu,2,1,3,4,5
Spanish,English,1840,cincodias/2009/12/10/53246,1,A2X7BQ0CIUP3IA,23,huicong,3,bbn-combo,25,jhu-combo,49,upc,1,_ref,1,1,1,1,1
German,English,2002,cincodias/2009/12/11/5334,44,A22QI4O5WSMOQE,15,cu-zeman,42,rwth,46,uedin,2,aalto,24,jhu,5,1,4,2,3
German,English,2003,cincodias/2009/12/11/5334,45,A22QI4O5WSMOQE,15,cu-zeman,1,_ref,27,koc,42,rwth,52,upv-combo,4,1,5,2,3
German,English,2004,cincodias/2009/12/11/5334,46,A22QI4O5WSMOQE,24,jhu,3,bbn-combo,42,rwth,43,rwth-combo,5,cmu,1,2,3,3,4
German,English,474,washpost/2009/12/12/79432,26,A22QI4O5WSMOQE,6,cmu-heafield-combo,42,rwth,32,liu,26,kit,52,upv-combo,3,2,5,1,4
German,English,475,washpost/2009/12/12/79432,27,A22QI4O5WSMOQE,28,koc-combo,46,uedin,6,cmu-heafield-combo,18,dfki,26,kit,2,1,1,2,2
German,English,476,washpost/2009/12/12/79432,28,A22QI4O5WSMOQE,52,upv-combo,3,bbn-combo,25,jhu-combo,24,jhu,27,koc,2,3,1,4,5
Spanish,English,871,lesechos/2009/12/10/218334,7,A2X7BQ0CIUP3IA,3,bbn-combo,37,onlineA,24,jhu,46,uedin,38,onlineB,3,2,4,5,1
Spanish,English,872,lesechos/2009/12/10/218334,8,A2X7BQ0CIUP3IA,15,cu-zeman,49,upc,12,columbia,52,upv-combo,25,jhu-combo,5,1,4,2,3
Spanish,English,873,lesechos/2009/12/10/218334,9,A2X7BQ0CIUP3IA,25,jhu-combo,49,upc,18,dfki,24,jhu,38,onlineB,5,4,3,2,1
Spanish,English,516,washpost/2009/12/12/79422,14,A2X7BQ0CIUP3IA,12,columbia,18,dfki,23,huicong,15,cu-zeman,52,upv-combo,1,3,5,4,2
Spanish,English,517,washpost/2009/12/12/79422,15,A2X7BQ0CIUP3IA,52,upv-combo,4,cambridge,46,uedin,23,huicong,37,onlineA,1,3,2,4,5
Spanish,English,518,washpost/2009/12/12/79422,16,A2X7BQ0CIUP3IA,25,jhu-combo,15,cu-zeman,46,uedin,24,jhu,12,columbia,1,4,3,2,5
German,English,1577,spiegel/2009/12/12/73257,110,A22QI4O5WSMOQE,5,cmu,15,cu-zeman,26,kit,50,uppsala,55,uu-ms,3,3,1,3,2
German,English,1578,spiegel/2009/12/12/73257,111,A22QI4O5WSMOQE,8,cmu-hyposel-combo,43,rwth-combo,28,koc-combo,23,huicong,5,cmu,2,1,3,4,5
German,English,1579,spiegel/2009/12/12/73257,112,A22QI4O5WSMOQE,18,dfki,26,kit,47,umd,50,uppsala,21,fbk,1,3,4,5,1
German,English,1402,frankfurter-rundschau/2009/12/10/9949,18,A22QI4O5WSMOQE,5,cmu,26,kit,27,koc,2,aalto,42,rwth,1,1,2,1,1
German,English,1403,frankfurter-rundschau/2009/12/10/9949,19,A22QI4O5WSMOQE,1,_ref,32,liu,25,jhu-combo,6,cmu-heafield-combo,15,cu-zeman,1,4,2,3,5
German,English,1404,frankfurter-rundschau/2009/12/10/9949,20,A22QI4O5WSMOQE,23,huicong,42,rwth,47,umd,5,cmu,27,koc,1,4,2,3,5
Spanish,English,1585,spiegel/2009/12/12/73257,118,A2X7BQ0CIUP3IA,24,jhu,4,cambridge,23,huicong,15,cu-zeman,49,upc,1,2,3,5,4
Spanish,English,1586,spiegel/2009/12/12/73257,119,A2X7BQ0CIUP3IA,1,_ref,3,bbn-combo,38,onlineB,18,dfki,12,columbia,1,3,5,4,2
Spanish,English,1587,spiegel/2009/12/12/73257,120,A2X7BQ0CIUP3IA,12,columbia,52,upv-combo,18,dfki,25,jhu-combo,37,onlineA,3,1,2,1,4
Spanish,English,1,idnes.cz/2009/12/11/76492,1,A2X7BQ0CIUP3IA,37,onlineA,46,uedin,52,upv-combo,15,cu-zeman,4,cambridge,4,3,2,1,2
Spanish,English,2,idnes.cz/2009/12/11/76492,2,A2X7BQ0CIUP3IA,49,upc,15,cu-zeman,46,uedin,18,dfki,4,cambridge,5,4,3,1,2
Spanish,English,3,idnes.cz/2009/12/11/76492,3,A2X7BQ0CIUP3IA,4,cambridge,37,onlineA,15,cu-zeman,3,bbn-combo,12,columbia,4,1,5,2,3
Spanish,English,485,washpost/2009/12/12/79423,9,A2X7BQ0CIUP3IA,12,columbia,38,onlineB,3,bbn-combo,1,_ref,15,cu-zeman,5,2,4,1,3
Spanish,English,486,washpost/2009/12/12/79423,10,A2X7BQ0CIUP3IA,38,onlineB,6,cmu-heafield-combo,23,huicong,52,upv-combo,4,cambridge,3,2,1,4,4
Spanish,English,487,washpost/2009/12/12/79423,11,A2X7BQ0CIUP3IA,1,_ref,15,cu-zeman,4,cambridge,38,onlineB,6,cmu-heafield-combo,1,2,4,5,3
Spanish,English,1,idnes.cz/2009/12/11/76492,1,A2X7BQ0CIUP3IA,37,onlineA,46,uedin,52,upv-combo,15,cu-zeman,4,cambridge,4,5,3,2,1
Spanish,English,2,idnes.cz/2009/12/11/76492,2,A2X7BQ0CIUP3IA,49,upc,15,cu-zeman,46,uedin,18,dfki,4,cambridge,5,4,3,1,2
Spanish,English,3,idnes.cz/2009/12/11/76492,3,A2X7BQ0CIUP3IA,4,cambridge,37,onlineA,15,cu-zeman,3,bbn-combo,12,columbia,4,2,5,1,3
Spanish,English,324,lidovky.cz/2009/12/10/75456,6,A2X7BQ0CIUP3IA,24,jhu,18,dfki,37,onlineA,46,uedin,49,upc,5,2,4,1,3
Spanish,English,325,lidovky.cz/2009/12/10/75456,7,A2X7BQ0CIUP3IA,46,uedin,37,onlineA,4,cambridge,6,cmu-heafield-combo,3,bbn-combo,2,3,1,4,5
Spanish,English,326,lidovky.cz/2009/12/10/75456,8,A2X7BQ0CIUP3IA,3,bbn-combo,6,cmu-heafield-combo,25,jhu-combo,23,huicong,49,upc,1,2,3,5,4
Spanish,English,119,lidovky.cz/2009/12/10/75486,7,A2X7BQ0CIUP3IA,24,jhu,52,upv-combo,49,upc,4,cambridge,23,huicong,5,4,1,3,2
Spanish,English,120,lidovky.cz/2009/12/10/75486,8,A2X7BQ0CIUP3IA,25,jhu-combo,3,bbn-combo,4,cambridge,6,cmu-heafield-combo,12,columbia,3,2,4,1,5
Spanish,English,121,lidovky.cz/2009/12/10/75486,9,A2X7BQ0CIUP3IA,38,onlineB,24,jhu,52,upv-combo,3,bbn-combo,1,_ref,2,4,3,-1,1
Spanish,English,783,times-of-london/2009/12/11/100521,6,A2X7BQ0CIUP3IA,23,huicong,52,upv-combo,3,bbn-combo,25,jhu-combo,15,cu-zeman,4,3,1,5,2
Spanish,English,784,times-of-london/2009/12/11/100521,7,A2X7BQ0CIUP3IA,37,onlineA,46,uedin,3,bbn-combo,38,onlineB,24,jhu,3,2,2,4,1
Spanish,English,785,times-of-london/2009/12/11/100521,8,A2X7BQ0CIUP3IA,15,cu-zeman,6,cmu-heafield-combo,37,onlineA,25,jhu-combo,49,upc,5,2,1,2,4
Spanish,English,669,washpost/2009/12/12/79407,2,A2X7BQ0CIUP3IA,46,uedin,6,cmu-heafield-combo,12,columbia,49,upc,3,bbn-combo,3,1,2,5,4
Spanish,English,670,washpost/2009/12/12/79407,3,A2X7BQ0CIUP3IA,25,jhu-combo,18,dfki,24,jhu,38,onlineB,52,upv-combo,2,4,3,1,5
Spanish,English,671,washpost/2009/12/12/79407,4,A2X7BQ0CIUP3IA,24,jhu,46,uedin,25,jhu-combo,38,onlineB,6,cmu-heafield-combo,1,1,1,2,1
Spanish,English,1696,elmundo/2009/12/10/10097,20,A2X7BQ0CIUP3IA,18,dfki,23,huicong,52,upv-combo,24,jhu,38,onlineB,5,4,2,1,3
Spanish,English,1697,elmundo/2009/12/10/10097,21,A2X7BQ0CIUP3IA,37,onlineA,49,upc,52,upv-combo,18,dfki,25,jhu-combo,4,5,1,3,2
Spanish,English,1698,elmundo/2009/12/10/10097,22,A2X7BQ0CIUP3IA,49,upc,24,jhu,1,_ref,6,cmu-heafield-combo,18,dfki,5,4,1,2,3
Spanish,English,1013,lesechos/2009/12/11/218658,11,A2X7BQ0CIUP3IA,24,jhu,3,bbn-combo,49,upc,46,uedin,4,cambridge,4,3,2,4,1
Spanish,English,1014,lesechos/2009/12/11/218658,12,A2X7BQ0CIUP3IA,24,jhu,6,cmu-heafield-combo,37,onlineA,46,uedin,52,upv-combo,4,3,1,2,2
Spanish,English,1015,lesechos/2009/12/11/218658,13,A2X7BQ0CIUP3IA,6,cmu-heafield-combo,1,_ref,3,bbn-combo,23,huicong,49,upc,3,1,4,2,5
Spanish,English,1249,frankfurter-rundschau/2009/12/10/99523,20,A2X7BQ0CIUP3IA,3,bbn-combo,38,onlineB,46,uedin,37,onlineA,6,cmu-heafield-combo,1,2,3,5,4
Spanish,English,1250,frankfurter-rundschau/2009/12/10/99523,21,A2X7BQ0CIUP3IA,37,onlineA,23,huicong,3,bbn-combo,49,upc,52,upv-combo,2,3,5,1,4
Spanish,English,1251,frankfurter-rundschau/2009/12/10/99523,22,A2X7BQ0CIUP3IA,23,huicong,49,upc,37,onlineA,46,uedin,1,_ref,2,2,3,2,1
French,English,891,lesechos/2009/12/10/218330,2,A22QI4O5WSMOQE,43,rwth-combo,17,dcu-combo,25,jhu-combo,6,cmu-heafield-combo,37,onlineA,1,2,2,2,3
French,English,892,lesechos/2009/12/10/218330,3,A22QI4O5WSMOQE,52,upv-combo,18,dfki,37,onlineA,23,huicong,22,geneva,1,4,3,2,4
French,English,893,lesechos/2009/12/10/218330,4,A22QI4O5WSMOQE,34,lium-combo,8,cmu-hyposel-combo,43,rwth-combo,46,uedin,15,cu-zeman,3,4,1,2,5
Spanish,English,1761,elmundo/2009/12/11/10124,11,A2X7BQ0CIUP3IA,23,huicong,3,bbn-combo,15,cu-zeman,12,columbia,1,_ref,5,2,3,4,1
Spanish,English,1762,elmundo/2009/12/11/10124,12,A2X7BQ0CIUP3IA,23,huicong,1,_ref,25,jhu-combo,52,upv-combo,4,cambridge,4,1,3,3,2
Spanish,English,1763,elmundo/2009/12/11/10124,13,A2X7BQ0CIUP3IA,15,cu-zeman,6,cmu-heafield-combo,23,huicong,18,dfki,25,jhu-combo,5,1,3,2,1
Spanish,English,1749,elmundo/2009/12/11/10125,9,A2X7BQ0CIUP3IA,49,upc,38,onlineB,3,bbn-combo,18,dfki,15,cu-zeman,1,5,2,3,4
Spanish,English,1750,elmundo/2009/12/11/10125,10,A2X7BQ0CIUP3IA,4,cambridge,12,columbia,15,cu-zeman,23,huicong,25,jhu-combo,5,1,4,2,3
Spanish,English,1751,elmundo/2009/12/11/10124,1,A2X7BQ0CIUP3IA,24,jhu,1,_ref,4,cambridge,6,cmu-heafield-combo,49,upc,3,1,2,2,2
French,English,1249,frankfurter-rundschau/2009/12/10/99523,20,A22QI4O5WSMOQE,18,dfki,34,lium-combo,31,limsi,43,rwth-combo,52,upv-combo,5,1,4,1,3
French,English,1250,frankfurter-rundschau/2009/12/10/99523,21,A22QI4O5WSMOQE,34,lium-combo,3,bbn-combo,25,jhu-combo,6,cmu-heafield-combo,22,geneva,1,2,3,2,5
French,English,1251,frankfurter-rundschau/2009/12/10/99523,22,A22QI4O5WSMOQE,36,nrc,25,jhu-combo,18,dfki,4,cambridge,42,rwth,3,1,5,3,2
Spanish,English,669,washpost/2009/12/12/79407,2,A2X7BQ0CIUP3IA,46,uedin,6,cmu-heafield-combo,12,columbia,49,upc,3,bbn-combo,3,1,2,5,4
Spanish,English,670,washpost/2009/12/12/79407,3,A2X7BQ0CIUP3IA,25,jhu-combo,18,dfki,24,jhu,38,onlineB,52,upv-combo,2,5,3,1,4
Spanish,English,671,washpost/2009/12/12/79407,4,A2X7BQ0CIUP3IA,24,jhu,46,uedin,25,jhu-combo,38,onlineB,6,cmu-heafield-combo,1,1,1,2,1
French,English,588,washpost/2009/12/12/79419,20,A22QI4O5WSMOQE,18,dfki,33,lium,31,limsi,11,cmu-statxfer,6,cmu-heafield-combo,4,1,1,5,3
French,English,589,washpost/2009/12/12/79419,21,A22QI4O5WSMOQE,6,cmu-heafield-combo,25,jhu-combo,37,onlineA,22,geneva,30,lig,2,2,3,4,1
French,English,590,washpost/2009/12/12/79417,1,A22QI4O5WSMOQE,8,cmu-hyposel-combo,30,lig,3,bbn-combo,34,lium-combo,6,cmu-heafield-combo,1,4,5,2,3
French,English,780,times-of-london/2009/12/11/100521,3,A22QI4O5WSMOQE,6,cmu-heafield-combo,38,onlineB,46,uedin,30,lig,15,cu-zeman,2,1,4,3,5
French,English,781,times-of-london/2009/12/11/100521,4,A22QI4O5WSMOQE,42,rwth,38,onlineB,25,jhu-combo,15,cu-zeman,3,bbn-combo,2,1,2,3,2
French,English,782,times-of-london/2009/12/11/100521,5,A22QI4O5WSMOQE,24,jhu,31,limsi,30,lig,42,rwth,23,huicong,2,4,4,5,1
French,English,202,lidovky.cz/2009/12/10/75482,25,A22QI4O5WSMOQE,38,onlineB,24,jhu,42,rwth,30,lig,22,geneva,1,5,3,2,4
French,English,203,lidovky.cz/2009/12/10/75478,1,A22QI4O5WSMOQE,18,dfki,11,cmu-statxfer,4,cambridge,41,rali,8,cmu-hyposel-combo,2,5,4,3,1
French,English,204,lidovky.cz/2009/12/10/75478,2,A22QI4O5WSMOQE,18,dfki,46,uedin,31,limsi,3,bbn-combo,30,lig,1,5,2,4,3
French,English,844,lesechos/2009/12/10/218338,1,A22QI4O5WSMOQE,17,dcu-combo,36,nrc,31,limsi,52,upv-combo,22,geneva,2,4,5,2,1
French,English,845,lesechos/2009/12/10/218338,2,A22QI4O5WSMOQE,3,bbn-combo,11,cmu-statxfer,46,uedin,22,geneva,8,cmu-hyposel-combo,5,2,1,4,3
French,English,846,lesechos/2009/12/10/218338,3,A22QI4O5WSMOQE,24,jhu,31,limsi,4,cambridge,36,nrc,52,upv-combo,4,5,3,1,2
German,English,1952,cincodias/2009/12/10/53253,16,A2X7BQ0CIUP3IA,46,uedin,25,jhu-combo,1,_ref,27,koc,47,umd,5,3,1,2,4
German,English,1953,cincodias/2009/12/10/53253,17,A2X7BQ0CIUP3IA,6,cmu-heafield-combo,8,cmu-hyposel-combo,47,umd,31,limsi,21,fbk,1,2,3,5,4
German,English,1954,cincodias/2009/12/10/53255,1,A2X7BQ0CIUP3IA,5,cmu,50,uppsala,43,rwth-combo,28,koc-combo,55,uu-ms,2,3,1,4,5
German,English,891,lesechos/2009/12/10/218330,2,A2X7BQ0CIUP3IA,25,jhu-combo,50,uppsala,21,fbk,2,aalto,3,bbn-combo,5,4,2,3,1
German,English,892,lesechos/2009/12/10/218330,3,A2X7BQ0CIUP3IA,24,jhu,42,rwth,5,cmu,32,liu,15,cu-zeman,3,2,1,4,5
German,English,893,lesechos/2009/12/10/218330,4,A2X7BQ0CIUP3IA,47,umd,38,onlineB,18,dfki,24,jhu,25,jhu-combo,2,1,3,5,4
