srclang,trglang,srcIndex,documentId,segmentId,judgeId,systemNumber,systemId,editId,judgment
Czech,English,1947,cincodias/2009/12/10/53253,11,ABTW6BJ90KRHP,46,uedin,5501,YES
Czech,English,1948,cincodias/2009/12/10/53253,12,ABTW6BJ90KRHP,3,bbn-combo,437,NO
Czech,English,1948,cincodias/2009/12/10/53253,12,ABTW6BJ90KRHP,2,aalto,3042,NO
Czech,English,1948,cincodias/2009/12/10/53253,12,ABTW6BJ90KRHP,6,cmu-heafield-combo,3047,NO
Czech,English,1948,cincodias/2009/12/10/53253,12,ABTW6BJ90KRHP,46,uedin,5502,NO
Czech,English,430,economist/2009/12/10/17238,5,ABTW6BJ90KRHP,25,jhu-combo,3749,YES
Czech,English,430,economist/2009/12/10/17238,5,ABTW6BJ90KRHP,6,cmu-heafield-combo,4599,YES
Czech,English,430,economist/2009/12/10/17238,5,ABTW6BJ90KRHP,43,rwth-combo,5529,YES
Czech,English,430,economist/2009/12/10/17238,5,ABTW6BJ90KRHP,37,onlineA,5584,NO
Czech,English,431,economist/2009/12/10/17238,6,ABTW6BJ90KRHP,25,jhu-combo,3750,NO
Czech,English,431,economist/2009/12/10/17238,6,ABTW6BJ90KRHP,6,cmu-heafield-combo,4600,YES
Czech,English,431,economist/2009/12/10/17238,6,ABTW6BJ90KRHP,43,rwth-combo,5530,NO
Czech,English,431,economist/2009/12/10/17238,6,ABTW6BJ90KRHP,37,onlineA,5585,NO
Czech,English,428,economist/2009/12/10/17238,3,ABTW6BJ90KRHP,25,jhu-combo,3747,NO
Czech,English,428,economist/2009/12/10/17238,3,ABTW6BJ90KRHP,6,cmu-heafield-combo,4597,NO
Czech,English,428,economist/2009/12/10/17238,3,ABTW6BJ90KRHP,43,rwth-combo,5527,NO
Czech,English,428,economist/2009/12/10/17238,3,ABTW6BJ90KRHP,37,onlineA,5582,NO
Czech,English,429,economist/2009/12/10/17238,4,ABTW6BJ90KRHP,25,jhu-combo,3748,NO
Czech,English,429,economist/2009/12/10/17238,4,ABTW6BJ90KRHP,6,cmu-heafield-combo,4598,NO
Czech,English,429,economist/2009/12/10/17238,4,ABTW6BJ90KRHP,43,rwth-combo,5528,NO
Czech,English,429,economist/2009/12/10/17238,4,ABTW6BJ90KRHP,37,onlineA,5583,NO
Czech,English,1702,elmundo/2009/12/10/10096,4,A1KOBAVR922QCR,15,cu-zeman,66,NO
Czech,English,1702,elmundo/2009/12/10/10096,4,A1KOBAVR922QCR,43,rwth-combo,1226,NO
Czech,English,1702,elmundo/2009/12/10/10096,4,A1KOBAVR922QCR,43,rwth-combo,3366,NO
Czech,English,1702,elmundo/2009/12/10/10096,4,A1KOBAVR922QCR,52,upv-combo,4476,NO
Czech,English,1703,elmundo/2009/12/10/10096,5,A1KOBAVR922QCR,15,cu-zeman,67,NO
Czech,English,1703,elmundo/2009/12/10/10096,5,A1KOBAVR922QCR,43,rwth-combo,1227,YES
Czech,English,1703,elmundo/2009/12/10/10096,5,A1KOBAVR922QCR,43,rwth-combo,3367,YES
Czech,English,1703,elmundo/2009/12/10/10096,5,A1KOBAVR922QCR,52,upv-combo,4477,YES
Czech,English,1704,elmundo/2009/12/10/10096,6,ABTW6BJ90KRHP,15,cu-zeman,68,NO
Czech,English,1704,elmundo/2009/12/10/10096,6,ABTW6BJ90KRHP,43,rwth-combo,1228,NO
Czech,English,1704,elmundo/2009/12/10/10096,6,ABTW6BJ90KRHP,43,rwth-combo,3368,NO
Czech,English,1704,elmundo/2009/12/10/10096,6,ABTW6BJ90KRHP,52,upv-combo,4478,NO
Czech,English,1705,elmundo/2009/12/10/10096,7,ABTW6BJ90KRHP,15,cu-zeman,69,NO
Czech,English,1705,elmundo/2009/12/10/10096,7,ABTW6BJ90KRHP,43,rwth-combo,1229,YES
Czech,English,1705,elmundo/2009/12/10/10096,7,ABTW6BJ90KRHP,43,rwth-combo,3369,YES
Czech,English,1705,elmundo/2009/12/10/10096,7,ABTW6BJ90KRHP,52,upv-combo,4479,YES
Czech,English,1706,elmundo/2009/12/10/10096,8,ABTW6BJ90KRHP,15,cu-zeman,70,NO
Czech,English,1706,elmundo/2009/12/10/10096,8,ABTW6BJ90KRHP,43,rwth-combo,1230,NO
Czech,English,1706,elmundo/2009/12/10/10096,8,ABTW6BJ90KRHP,43,rwth-combo,3370,NO
Czech,English,1706,elmundo/2009/12/10/10096,8,ABTW6BJ90KRHP,52,upv-combo,4480,NO
Czech,English,1772,elmundo/2009/12/11/10121,3,ABTW6BJ90KRHP,43,rwth-combo,56,NO
Czech,English,1736,elmundo/2009/12/11/10126,10,ABTW6BJ90KRHP,46,uedin,424,NO
Czech,English,1736,elmundo/2009/12/11/10126,10,ABTW6BJ90KRHP,5,cmu,3139,YES
Czech,English,1736,elmundo/2009/12/11/10126,10,ABTW6BJ90KRHP,46,uedin,3209,NO
Czech,English,1736,elmundo/2009/12/11/10126,10,ABTW6BJ90KRHP,52,upv-combo,4489,YES
Czech,English,1736,elmundo/2009/12/11/10126,10,ABTW6BJ90KRHP,15,cu-zeman,5499,YES
Czech,English,1737,elmundo/2009/12/11/10126,11,ABTW6BJ90KRHP,46,uedin,425,YES
Czech,English,1737,elmundo/2009/12/11/10126,11,ABTW6BJ90KRHP,5,cmu,3140,NO
Czech,English,1737,elmundo/2009/12/11/10126,11,ABTW6BJ90KRHP,46,uedin,3210,YES
Czech,English,1737,elmundo/2009/12/11/10126,11,ABTW6BJ90KRHP,52,upv-combo,4490,YES
Czech,English,1737,elmundo/2009/12/11/10126,11,ABTW6BJ90KRHP,15,cu-zeman,5500,NO
Czech,English,1733,elmundo/2009/12/11/10126,7,A1KOBAVR922QCR,46,uedin,421,UNK
Czech,English,1733,elmundo/2009/12/11/10126,7,A1KOBAVR922QCR,5,cmu,3136,NO
Czech,English,1733,elmundo/2009/12/11/10126,7,A1KOBAVR922QCR,46,uedin,3206,YES
Czech,English,1733,elmundo/2009/12/11/10126,7,A1KOBAVR922QCR,52,upv-combo,4486,NO
Czech,English,1733,elmundo/2009/12/11/10126,7,A1KOBAVR922QCR,15,cu-zeman,5496,NO
Czech,English,1734,elmundo/2009/12/11/10126,8,A1KOBAVR922QCR,46,uedin,422,NO
Czech,English,1734,elmundo/2009/12/11/10126,8,A1KOBAVR922QCR,5,cmu,3137,YES
Czech,English,1734,elmundo/2009/12/11/10126,8,A1KOBAVR922QCR,46,uedin,3207,NO
Czech,English,1734,elmundo/2009/12/11/10126,8,A1KOBAVR922QCR,52,upv-combo,4487,YES
Czech,English,1734,elmundo/2009/12/11/10126,8,A1KOBAVR922QCR,15,cu-zeman,5497,NO
Czech,English,1735,elmundo/2009/12/11/10126,9,A3L1TNHRLMPUVO,46,uedin,423,NO
Czech,English,1735,elmundo/2009/12/11/10126,9,A3L1TNHRLMPUVO,5,cmu,3138,NO
Czech,English,1735,elmundo/2009/12/11/10126,9,A3L1TNHRLMPUVO,46,uedin,3208,YES
Czech,English,1735,elmundo/2009/12/11/10126,9,A3L1TNHRLMPUVO,52,upv-combo,4488,NO
Czech,English,1735,elmundo/2009/12/11/10126,9,A3L1TNHRLMPUVO,15,cu-zeman,5498,NO
Czech,English,1366,frankfurter-rundschau/2009/12/10/99503,10,A3L1TNHRLMPUVO,2,aalto,31,YES
Czech,English,1366,frankfurter-rundschau/2009/12/10/99503,10,A3L1TNHRLMPUVO,2,aalto,391,YES
Czech,English,1366,frankfurter-rundschau/2009/12/10/99503,10,A3L1TNHRLMPUVO,43,rwth-combo,5481,YES
Czech,English,1366,frankfurter-rundschau/2009/12/10/99503,10,A3L1TNHRLMPUVO,38,onlineB,5511,YES
Czech,English,1367,frankfurter-rundschau/2009/12/10/99503,11,ABTW6BJ90KRHP,2,aalto,32,NO
Czech,English,1367,frankfurter-rundschau/2009/12/10/99503,11,ABTW6BJ90KRHP,2,aalto,392,NO
Czech,English,1367,frankfurter-rundschau/2009/12/10/99503,11,ABTW6BJ90KRHP,43,rwth-combo,5482,NO
Czech,English,1367,frankfurter-rundschau/2009/12/10/99503,11,ABTW6BJ90KRHP,38,onlineB,5512,NO
Czech,English,1368,frankfurter-rundschau/2009/12/10/99503,12,ABTW6BJ90KRHP,2,aalto,33,YES
Czech,English,1368,frankfurter-rundschau/2009/12/10/99503,12,ABTW6BJ90KRHP,2,aalto,393,YES
Czech,English,1368,frankfurter-rundschau/2009/12/10/99503,12,ABTW6BJ90KRHP,43,rwth-combo,5483,YES
Czech,English,1368,frankfurter-rundschau/2009/12/10/99503,12,ABTW6BJ90KRHP,38,onlineB,5513,YES
Czech,English,1369,frankfurter-rundschau/2009/12/10/99503,13,A3L1TNHRLMPUVO,2,aalto,34,NO
Czech,English,1369,frankfurter-rundschau/2009/12/10/99503,13,A3L1TNHRLMPUVO,2,aalto,394,NO
Czech,English,1369,frankfurter-rundschau/2009/12/10/99503,13,A3L1TNHRLMPUVO,43,rwth-combo,5484,NO
Czech,English,1369,frankfurter-rundschau/2009/12/10/99503,13,A3L1TNHRLMPUVO,38,onlineB,5514,NO
Czech,English,1370,frankfurter-rundschau/2009/12/10/99503,14,A3L1TNHRLMPUVO,2,aalto,35,NO
Czech,English,1370,frankfurter-rundschau/2009/12/10/99503,14,A3L1TNHRLMPUVO,2,aalto,395,NO
Czech,English,1370,frankfurter-rundschau/2009/12/10/99503,14,A3L1TNHRLMPUVO,43,rwth-combo,5485,NO
Czech,English,1370,frankfurter-rundschau/2009/12/10/99503,14,A3L1TNHRLMPUVO,38,onlineB,5515,NO
Czech,English,1233,frankfurter-rundschau/2009/12/10/99523,4,ABTW6BJ90KRHP,52,upv-combo,3056,YES
Czech,English,1233,frankfurter-rundschau/2009/12/10/99523,4,ABTW6BJ90KRHP,5,cmu,4496,NO
Czech,English,1233,frankfurter-rundschau/2009/12/10/99523,4,ABTW6BJ90KRHP,25,jhu-combo,4591,NO
Czech,English,1234,frankfurter-rundschau/2009/12/10/99523,5,ABTW6BJ90KRHP,52,upv-combo,3057,NO
Czech,English,1234,frankfurter-rundschau/2009/12/10/99523,5,ABTW6BJ90KRHP,5,cmu,4497,NO
Czech,English,1234,frankfurter-rundschau/2009/12/10/99523,5,ABTW6BJ90KRHP,25,jhu-combo,4592,YES
Czech,English,1235,frankfurter-rundschau/2009/12/10/99523,6,ABTW6BJ90KRHP,52,upv-combo,3058,NO
Czech,English,1235,frankfurter-rundschau/2009/12/10/99523,6,ABTW6BJ90KRHP,5,cmu,4498,NO
Czech,English,1235,frankfurter-rundschau/2009/12/10/99523,6,ABTW6BJ90KRHP,25,jhu-combo,4593,NO
Czech,English,1236,frankfurter-rundschau/2009/12/10/99523,7,ABTW6BJ90KRHP,52,upv-combo,3059,YES
Czech,English,1236,frankfurter-rundschau/2009/12/10/99523,7,ABTW6BJ90KRHP,5,cmu,4499,NO
Czech,English,1236,frankfurter-rundschau/2009/12/10/99523,7,ABTW6BJ90KRHP,25,jhu-combo,4594,YES
Czech,English,13,idnes.cz/2009/12/11/76492,13,ABTW6BJ90KRHP,38,onlineB,2462,NO
Czech,English,13,idnes.cz/2009/12/11/76492,13,ABTW6BJ90KRHP,15,cu-zeman,2892,NO
Czech,English,13,idnes.cz/2009/12/11/76492,13,ABTW6BJ90KRHP,38,onlineB,3062,NO
Czech,English,13,idnes.cz/2009/12/11/76492,13,ABTW6BJ90KRHP,3,bbn-combo,4492,NO
Czech,English,13,idnes.cz/2009/12/11/76492,13,ABTW6BJ90KRHP,46,uedin,5507,NO
Czech,English,14,idnes.cz/2009/12/11/76492,14,ABTW6BJ90KRHP,38,onlineB,2463,NO
Czech,English,14,idnes.cz/2009/12/11/76492,14,ABTW6BJ90KRHP,15,cu-zeman,2893,NO
Czech,English,14,idnes.cz/2009/12/11/76492,14,ABTW6BJ90KRHP,38,onlineB,3063,NO
Czech,English,14,idnes.cz/2009/12/11/76492,14,ABTW6BJ90KRHP,3,bbn-combo,4493,YES
Czech,English,14,idnes.cz/2009/12/11/76492,14,ABTW6BJ90KRHP,46,uedin,5508,NO
Czech,English,1237,frankfurter-rundschau/2009/12/10/99523,8,ABTW6BJ90KRHP,52,upv-combo,3060,NO
Czech,English,1237,frankfurter-rundschau/2009/12/10/99523,8,ABTW6BJ90KRHP,5,cmu,4500,NO
Czech,English,1237,frankfurter-rundschau/2009/12/10/99523,8,ABTW6BJ90KRHP,25,jhu-combo,4595,NO
Czech,English,12,idnes.cz/2009/12/11/76492,12,ABTW6BJ90KRHP,38,onlineB,2461,NO
Czech,English,12,idnes.cz/2009/12/11/76492,12,ABTW6BJ90KRHP,15,cu-zeman,2891,NO
Czech,English,12,idnes.cz/2009/12/11/76492,12,ABTW6BJ90KRHP,38,onlineB,3061,NO
Czech,English,12,idnes.cz/2009/12/11/76492,12,ABTW6BJ90KRHP,3,bbn-combo,4491,NO
Czech,English,12,idnes.cz/2009/12/11/76492,12,ABTW6BJ90KRHP,46,uedin,5506,NO
Czech,English,15,idnes.cz/2009/12/11/76492,15,A1A75CHVT408AZ,38,onlineB,2464,YES
Czech,English,15,idnes.cz/2009/12/11/76492,15,A1A75CHVT408AZ,15,cu-zeman,2894,NO
Czech,English,15,idnes.cz/2009/12/11/76492,15,A1A75CHVT408AZ,38,onlineB,3064,YES
Czech,English,15,idnes.cz/2009/12/11/76492,15,A1A75CHVT408AZ,3,bbn-combo,4494,NO
Czech,English,15,idnes.cz/2009/12/11/76492,15,A1A75CHVT408AZ,46,uedin,5509,YES
Czech,English,16,idnes.cz/2009/12/11/76492,16,A1A75CHVT408AZ,38,onlineB,2465,YES
Czech,English,16,idnes.cz/2009/12/11/76492,16,A1A75CHVT408AZ,15,cu-zeman,2895,NO
Czech,English,16,idnes.cz/2009/12/11/76492,16,A1A75CHVT408AZ,38,onlineB,3065,YES
Czech,English,16,idnes.cz/2009/12/11/76492,16,A1A75CHVT408AZ,3,bbn-combo,4495,NO
Czech,English,16,idnes.cz/2009/12/11/76492,16,A1A75CHVT408AZ,46,uedin,5510,YES
Czech,English,4,idnes.cz/2009/12/11/76492,4,A3L1TNHRLMPUVO,2,aalto,26,NO
Czech,English,4,idnes.cz/2009/12/11/76492,4,A3L1TNHRLMPUVO,6,cmu-heafield-combo,406,NO
Czech,English,4,idnes.cz/2009/12/11/76492,4,A3L1TNHRLMPUVO,25,jhu-combo,3006,YES
Czech,English,4,idnes.cz/2009/12/11/76492,4,A3L1TNHRLMPUVO,25,jhu-combo,4471,NO
Czech,English,5,idnes.cz/2009/12/11/76492,5,A3L1TNHRLMPUVO,2,aalto,27,NO
Czech,English,5,idnes.cz/2009/12/11/76492,5,A3L1TNHRLMPUVO,6,cmu-heafield-combo,407,YES
Czech,English,5,idnes.cz/2009/12/11/76492,5,A3L1TNHRLMPUVO,25,jhu-combo,3007,NO
Czech,English,5,idnes.cz/2009/12/11/76492,5,A3L1TNHRLMPUVO,25,jhu-combo,4472,YES
Czech,English,6,idnes.cz/2009/12/11/76492,6,ABTW6BJ90KRHP,2,aalto,28,NO
Czech,English,6,idnes.cz/2009/12/11/76492,6,ABTW6BJ90KRHP,6,cmu-heafield-combo,408,NO
Czech,English,6,idnes.cz/2009/12/11/76492,6,ABTW6BJ90KRHP,25,jhu-combo,3008,NO
Czech,English,6,idnes.cz/2009/12/11/76492,6,ABTW6BJ90KRHP,25,jhu-combo,4473,YES
Czech,English,7,idnes.cz/2009/12/11/76492,7,ABTW6BJ90KRHP,2,aalto,29,NO
Czech,English,7,idnes.cz/2009/12/11/76492,7,ABTW6BJ90KRHP,6,cmu-heafield-combo,409,NO
Czech,English,7,idnes.cz/2009/12/11/76492,7,ABTW6BJ90KRHP,25,jhu-combo,3009,NO
Czech,English,7,idnes.cz/2009/12/11/76492,7,ABTW6BJ90KRHP,25,jhu-combo,4474,NO
Czech,English,8,idnes.cz/2009/12/11/76492,8,ABTW6BJ90KRHP,2,aalto,30,NO
Czech,English,8,idnes.cz/2009/12/11/76492,8,ABTW6BJ90KRHP,6,cmu-heafield-combo,410,NO
Czech,English,8,idnes.cz/2009/12/11/76492,8,ABTW6BJ90KRHP,25,jhu-combo,3010,NO
Czech,English,8,idnes.cz/2009/12/11/76492,8,ABTW6BJ90KRHP,25,jhu-combo,4475,NO
Czech,English,958,lesechos/2009/12/10/218323,20,ABTW6BJ90KRHP,1,_ref,5516,YES
Czech,English,927,lesechos/2009/12/10/218324,3,A1A75CHVT408AZ,2,aalto,36,NO
Czech,English,927,lesechos/2009/12/10/218324,3,A1A75CHVT408AZ,6,cmu-heafield-combo,2451,NO
Czech,English,927,lesechos/2009/12/10/218324,3,A1A75CHVT408AZ,43,rwth-combo,3071,YES
Czech,English,927,lesechos/2009/12/10/218324,3,A1A75CHVT408AZ,46,uedin,5536,NO
Czech,English,928,lesechos/2009/12/10/218324,4,A1A75CHVT408AZ,2,aalto,37,NO
Czech,English,928,lesechos/2009/12/10/218324,4,A1A75CHVT408AZ,6,cmu-heafield-combo,2452,YES
Czech,English,928,lesechos/2009/12/10/218324,4,A1A75CHVT408AZ,43,rwth-combo,3072,YES
Czech,English,928,lesechos/2009/12/10/218324,4,A1A75CHVT408AZ,46,uedin,5537,NO
Czech,English,959,lesechos/2009/12/10/218323,21,A3L1TNHRLMPUVO,1,_ref,5517,YES
Czech,English,960,lesechos/2009/12/10/218323,22,A3L1TNHRLMPUVO,1,_ref,5518,YES
Czech,English,961,lesechos/2009/12/10/218323,23,ABTW6BJ90KRHP,1,_ref,5519,YES
Czech,English,962,lesechos/2009/12/10/218323,24,ABTW6BJ90KRHP,1,_ref,5520,YES
Czech,English,929,lesechos/2009/12/10/218324,5,ABTW6BJ90KRHP,2,aalto,38,NO
Czech,English,929,lesechos/2009/12/10/218324,5,ABTW6BJ90KRHP,6,cmu-heafield-combo,2453,YES
Czech,English,929,lesechos/2009/12/10/218324,5,ABTW6BJ90KRHP,43,rwth-combo,3073,NO
Czech,English,929,lesechos/2009/12/10/218324,5,ABTW6BJ90KRHP,46,uedin,5538,NO
Czech,English,930,lesechos/2009/12/10/218324,6,ABTW6BJ90KRHP,2,aalto,39,NO
Czech,English,930,lesechos/2009/12/10/218324,6,ABTW6BJ90KRHP,6,cmu-heafield-combo,2454,NO
Czech,English,930,lesechos/2009/12/10/218324,6,ABTW6BJ90KRHP,43,rwth-combo,3074,NO
Czech,English,930,lesechos/2009/12/10/218324,6,ABTW6BJ90KRHP,46,uedin,5539,NO
Czech,English,931,lesechos/2009/12/10/218324,7,A1KOBAVR922QCR,2,aalto,40,NO
Czech,English,931,lesechos/2009/12/10/218324,7,A1KOBAVR922QCR,6,cmu-heafield-combo,2455,NO
Czech,English,931,lesechos/2009/12/10/218324,7,A1KOBAVR922QCR,43,rwth-combo,3075,NO
Czech,English,931,lesechos/2009/12/10/218324,7,A1KOBAVR922QCR,46,uedin,5540,NO
Czech,English,1164,lesechos/2009/12/11/218642,1,A1KOBAVR922QCR,38,onlineB,49,NO
Czech,English,1164,lesechos/2009/12/11/218642,1,A1KOBAVR922QCR,37,onlineA,1984,NO
Czech,English,1164,lesechos/2009/12/11/218642,1,A1KOBAVR922QCR,6,cmu-heafield-combo,2469,NO
Czech,English,1164,lesechos/2009/12/11/218642,1,A1KOBAVR922QCR,37,onlineA,3224,NO
Czech,English,1164,lesechos/2009/12/11/218642,1,A1KOBAVR922QCR,3,bbn-combo,4464,NO
Czech,English,1153,lesechos/2009/12/11/218643,15,ABTW6BJ90KRHP,52,upv-combo,412,YES
Czech,English,1153,lesechos/2009/12/11/218643,15,ABTW6BJ90KRHP,3,bbn-combo,2457,YES
Czech,English,1153,lesechos/2009/12/11/218643,15,ABTW6BJ90KRHP,25,jhu-combo,2977,YES
Czech,English,1153,lesechos/2009/12/11/218643,15,ABTW6BJ90KRHP,6,cmu-heafield-combo,3247,YES
Czech,English,1154,lesechos/2009/12/11/218643,16,ABTW6BJ90KRHP,52,upv-combo,413,NO
Czech,English,1154,lesechos/2009/12/11/218643,16,ABTW6BJ90KRHP,3,bbn-combo,2458,NO
Czech,English,1154,lesechos/2009/12/11/218643,16,ABTW6BJ90KRHP,25,jhu-combo,2978,NO
Czech,English,1154,lesechos/2009/12/11/218643,16,ABTW6BJ90KRHP,6,cmu-heafield-combo,3248,NO
Czech,English,1165,lesechos/2009/12/11/218642,2,ABTW6BJ90KRHP,38,onlineB,50,NO
Czech,English,1165,lesechos/2009/12/11/218642,2,ABTW6BJ90KRHP,37,onlineA,1985,NO
Czech,English,1165,lesechos/2009/12/11/218642,2,ABTW6BJ90KRHP,6,cmu-heafield-combo,2470,NO
Czech,English,1165,lesechos/2009/12/11/218642,2,ABTW6BJ90KRHP,37,onlineA,3225,YES
Czech,English,1165,lesechos/2009/12/11/218642,2,ABTW6BJ90KRHP,3,bbn-combo,4465,NO
Czech,English,1152,lesechos/2009/12/11/218643,14,ABTW6BJ90KRHP,52,upv-combo,411,NO
Czech,English,1152,lesechos/2009/12/11/218643,14,ABTW6BJ90KRHP,3,bbn-combo,2456,YES
Czech,English,1152,lesechos/2009/12/11/218643,14,ABTW6BJ90KRHP,25,jhu-combo,2976,NO
Czech,English,1152,lesechos/2009/12/11/218643,14,ABTW6BJ90KRHP,6,cmu-heafield-combo,3246,YES
Czech,English,1155,lesechos/2009/12/11/218643,17,A1A75CHVT408AZ,52,upv-combo,414,YES
Czech,English,1155,lesechos/2009/12/11/218643,17,A1A75CHVT408AZ,3,bbn-combo,2459,YES
