srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,system3Number,system3Id,system4Number,system4Id,system5Number,system5Id,system1rank,system2rank,system3rank,system4rank,system5rank
English,Czech,1788,abces/2009/12/10/200784,16,A3TINYB3EM923P,20,eurotrans,1,_ref,40,potsdam,28,koc-combo,39,pc-trans,5,1,3,4,-1
English,Czech,1789,abces/2009/12/10/200783,1,A3TINYB3EM923P,43,rwth-combo,16,dcu,6,cmu-heafield-combo,20,eurotrans,27,koc,5,4,2,1,5
English,Czech,1790,abces/2009/12/10/200783,2,A3TINYB3EM923P,46,uedin,52,upv-combo,1,_ref,37,onlineA,17,dcu-combo,1,4,1,4,3
English,Czech,1349,frankfurter-rundschau/2009/12/10/99509,31,AVEIMSBWHNRXE,1,_ref,27,koc,43,rwth-combo,28,koc-combo,6,cmu-heafield-combo,1,5,4,-1,4
English,Czech,1350,frankfurter-rundschau/2009/12/10/99509,32,AVEIMSBWHNRXE,52,upv-combo,15,cu-zeman,27,koc,1,_ref,17,dcu-combo,5,5,5,1,3
English,Czech,1351,frankfurter-rundschau/2009/12/10/99509,33,AVEIMSBWHNRXE,17,dcu-combo,15,cu-zeman,38,onlineB,6,cmu-heafield-combo,46,uedin,5,5,5,5,5
English,Czech,749,times-of-london/2009/12/11/100522,2,A1EVRHU1LNS7FF,40,potsdam,37,onlineA,1,_ref,43,rwth-combo,27,koc,5,5,1,3,5
English,Czech,750,times-of-london/2009/12/11/100522,3,A1EVRHU1LNS7FF,52,upv-combo,16,dcu,43,rwth-combo,40,potsdam,27,koc,4,5,4,5,5
English,Czech,751,times-of-london/2009/12/11/100522,4,A1EVRHU1LNS7FF,46,uedin,6,cmu-heafield-combo,16,dcu,28,koc-combo,37,onlineA,3,5,5,5,5
English,Czech,638,washpost/2009/12/12/79410,13,A1EVRHU1LNS7FF,13,cu-bojar,43,rwth-combo,17,dcu-combo,16,dcu,37,onlineA,2,2,2,5,4
English,Czech,639,washpost/2009/12/12/79410,14,A1EVRHU1LNS7FF,17,dcu-combo,27,koc,15,cu-zeman,39,pc-trans,6,cmu-heafield-combo,3,5,5,5,5
English,Czech,640,washpost/2009/12/12/79410,15,A1EVRHU1LNS7FF,13,cu-bojar,28,koc-combo,15,cu-zeman,46,uedin,39,pc-trans,5,2,3,3,5
English,Czech,1677,elmundo/2009/12/10/10097,1,A1EVRHU1LNS7FF,6,cmu-heafield-combo,14,cu-tecto,40,potsdam,17,dcu-combo,52,upv-combo,5,4,5,4,5
English,Czech,1678,elmundo/2009/12/10/10097,2,A1EVRHU1LNS7FF,37,onlineA,27,koc,38,onlineB,17,dcu-combo,16,dcu,5,5,5,4,5
English,Czech,1679,elmundo/2009/12/10/10097,3,A1EVRHU1LNS7FF,17,dcu-combo,46,uedin,40,potsdam,16,dcu,20,eurotrans,5,5,4,5,4
English,Czech,1363,frankfurter-rundschau/2009/12/10/99503,7,A1EVRHU1LNS7FF,45,sfu,14,cu-tecto,43,rwth-combo,39,pc-trans,20,eurotrans,-1,-1,-1,-1,-1
English,Czech,1364,frankfurter-rundschau/2009/12/10/99503,8,A1EVRHU1LNS7FF,17,dcu-combo,27,koc,37,onlineA,45,sfu,20,eurotrans,-1,-1,-1,-1,-1
English,Czech,1365,frankfurter-rundschau/2009/12/10/99503,9,A1EVRHU1LNS7FF,46,uedin,17,dcu-combo,45,sfu,14,cu-tecto,38,onlineB,-1,-1,-1,-1,-1
English,Czech,1658,elmundo/2009/12/10/10100,8,A1EVRHU1LNS7FF,13,cu-bojar,17,dcu-combo,16,dcu,28,koc-combo,38,onlineB,4,4,5,5,5
English,Czech,1659,elmundo/2009/12/10/10100,9,A1EVRHU1LNS7FF,13,cu-bojar,28,koc-combo,40,potsdam,17,dcu-combo,6,cmu-heafield-combo,5,5,5,5,5
English,Czech,1660,elmundo/2009/12/10/10100,10,A1EVRHU1LNS7FF,28,koc-combo,37,onlineA,46,uedin,14,cu-tecto,16,dcu,5,5,5,5,-1
English,Czech,477,washpost/2009/12/12/79423,1,A1EVRHU1LNS7FF,27,koc,38,onlineB,46,uedin,6,cmu-heafield-combo,16,dcu,5,5,5,4,4
English,Czech,478,washpost/2009/12/12/79423,2,A1EVRHU1LNS7FF,40,potsdam,6,cmu-heafield-combo,46,uedin,17,dcu-combo,15,cu-zeman,5,3,5,3,5
English,Czech,479,washpost/2009/12/12/79423,3,A1EVRHU1LNS7FF,45,sfu,14,cu-tecto,27,koc,52,upv-combo,20,eurotrans,3,4,5,3,2
English,Czech,516,washpost/2009/12/12/79422,14,A1EVRHU1LNS7FF,28,koc-combo,20,eurotrans,1,_ref,27,koc,16,dcu,3,5,1,5,4
English,Czech,517,washpost/2009/12/12/79422,15,A1EVRHU1LNS7FF,46,uedin,45,sfu,39,pc-trans,38,onlineB,52,upv-combo,5,3,2,5,5
English,Czech,518,washpost/2009/12/12/79422,16,A1EVRHU1LNS7FF,38,onlineB,13,cu-bojar,37,onlineA,16,dcu,14,cu-tecto,2,5,5,5,4
English,Czech,810,times-of-london/2009/12/11/100520,5,A1EVRHU1LNS7FF,27,koc,1,_ref,45,sfu,28,koc-combo,17,dcu-combo,5,1,-1,4,5
English,Czech,811,times-of-london/2009/12/11/100520,6,A1EVRHU1LNS7FF,13,cu-bojar,40,potsdam,38,onlineB,39,pc-trans,52,upv-combo,5,5,4,5,5
English,Czech,812,times-of-london/2009/12/11/100520,7,A1EVRHU1LNS7FF,17,dcu-combo,6,cmu-heafield-combo,20,eurotrans,43,rwth-combo,28,koc-combo,4,-1,5,3,5
English,Czech,894,lesechos/2009/12/10/218330,5,A1EVRHU1LNS7FF,52,upv-combo,1,_ref,14,cu-tecto,27,koc,43,rwth-combo,5,1,4,4,4
English,Czech,895,lesechos/2009/12/10/218330,6,A1EVRHU1LNS7FF,37,onlineA,15,cu-zeman,6,cmu-heafield-combo,40,potsdam,13,cu-bojar,5,5,2,5,5
English,Czech,896,lesechos/2009/12/10/218330,7,A1EVRHU1LNS7FF,13,cu-bojar,14,cu-tecto,27,koc,16,dcu,46,uedin,5,4,5,5,4
English,Czech,1180,lesechos/2009/12/11/218642,17,A1EVRHU1LNS7FF,6,cmu-heafield-combo,38,onlineB,46,uedin,20,eurotrans,15,cu-zeman,4,4,5,5,5
English,Czech,1181,lesechos/2009/12/11/218642,18,A1EVRHU1LNS7FF,52,upv-combo,14,cu-tecto,1,_ref,43,rwth-combo,15,cu-zeman,5,4,1,5,5
English,Czech,1182,lesechos/2009/12/11/218642,19,A1EVRHU1LNS7FF,20,eurotrans,15,cu-zeman,14,cu-tecto,37,onlineA,46,uedin,5,5,5,5,5
English,Czech,1852,cincodias/2009/12/10/53247,1,A3TINYB3EM923P,37,onlineA,45,sfu,20,eurotrans,46,uedin,38,onlineB,5,5,4,2,2
English,Czech,1853,cincodias/2009/12/10/53247,2,A3TINYB3EM923P,20,eurotrans,45,sfu,46,uedin,13,cu-bojar,14,cu-tecto,3,4,3,2,4
English,Czech,1854,cincodias/2009/12/10/53247,3,A3TINYB3EM923P,39,pc-trans,13,cu-bojar,38,onlineB,15,cu-zeman,37,onlineA,3,1,1,2,1
English,Czech,1066,lesechos/2009/12/11/218648,11,AVEIMSBWHNRXE,38,onlineB,39,pc-trans,43,rwth-combo,13,cu-bojar,40,potsdam,3,4,4,4,3
English,Czech,1067,lesechos/2009/12/11/218648,12,AVEIMSBWHNRXE,13,cu-bojar,14,cu-tecto,46,uedin,39,pc-trans,40,potsdam,3,4,3,4,4
English,Czech,1068,lesechos/2009/12/11/218648,13,AVEIMSBWHNRXE,14,cu-tecto,43,rwth-combo,37,onlineA,28,koc-combo,45,sfu,1,2,4,2,4
English,Czech,66,lidovky.cz/2009/12/10/75501,2,A1EVRHU1LNS7FF,46,uedin,13,cu-bojar,14,cu-tecto,20,eurotrans,39,pc-trans,5,5,4,5,3
English,Czech,67,lidovky.cz/2009/12/10/75501,3,A1EVRHU1LNS7FF,6,cmu-heafield-combo,15,cu-zeman,14,cu-tecto,38,onlineB,43,rwth-combo,4,2,4,5,5
English,Czech,68,lidovky.cz/2009/12/10/75501,4,A1EVRHU1LNS7FF,6,cmu-heafield-combo,28,koc-combo,16,dcu,38,onlineB,1,_ref,5,2,5,5,1
English,Czech,222,lidovky.cz/2009/12/10/75478,20,AVEIMSBWHNRXE,13,cu-bojar,14,cu-tecto,40,potsdam,38,onlineB,16,dcu,2,3,2,2,2
English,Czech,223,lidovky.cz/2009/12/10/75478,21,AVEIMSBWHNRXE,38,onlineB,13,cu-bojar,46,uedin,14,cu-tecto,1,_ref,5,5,5,2,1
English,Czech,224,lidovky.cz/2009/12/10/75478,22,AVEIMSBWHNRXE,20,eurotrans,52,upv-combo,13,cu-bojar,28,koc-combo,43,rwth-combo,5,5,5,4,5
English,Czech,58,lidovky.cz/2009/12/10/75519,25,A1EVRHU1LNS7FF,13,cu-bojar,39,pc-trans,40,potsdam,46,uedin,52,upv-combo,2,5,3,4,5
English,Czech,59,lidovky.cz/2009/12/10/75519,26,A1EVRHU1LNS7FF,37,onlineA,52,upv-combo,14,cu-tecto,6,cmu-heafield-combo,15,cu-zeman,5,5,5,5,5
English,Czech,60,lidovky.cz/2009/12/10/75519,27,A1EVRHU1LNS7FF,16,dcu,14,cu-tecto,46,uedin,15,cu-zeman,43,rwth-combo,3,5,5,3,4
English,Czech,1669,elmundo/2009/12/10/10099,4,A1EVRHU1LNS7FF,39,pc-trans,6,cmu-heafield-combo,45,sfu,46,uedin,16,dcu,2,5,4,4,5
English,Czech,1670,elmundo/2009/12/10/10099,5,A1EVRHU1LNS7FF,17,dcu-combo,52,upv-combo,45,sfu,43,rwth-combo,13,cu-bojar,4,-1,-1,2,3
English,Czech,1671,elmundo/2009/12/10/10099,6,A1EVRHU1LNS7FF,20,eurotrans,46,uedin,40,potsdam,43,rwth-combo,14,cu-tecto,5,3,4,4,5
English,Czech,252,lidovky.cz/2009/12/10/75474,27,A1EVRHU1LNS7FF,6,cmu-heafield-combo,1,_ref,39,pc-trans,27,koc,15,cu-zeman,5,1,5,5,5
English,Czech,253,lidovky.cz/2009/12/10/75474,28,A1EVRHU1LNS7FF,6,cmu-heafield-combo,40,potsdam,37,onlineA,39,pc-trans,14,cu-tecto,4,5,5,5,4
English,Czech,254,lidovky.cz/2009/12/10/75474,29,A1EVRHU1LNS7FF,17,dcu-combo,6,cmu-heafield-combo,39,pc-trans,13,cu-bojar,20,eurotrans,5,5,2,4,1
English,Czech,252,lidovky.cz/2009/12/10/75474,27,ADPN0QZWHJOS7,6,cmu-heafield-combo,1,_ref,39,pc-trans,27,koc,15,cu-zeman,2,1,2,5,3
English,Czech,253,lidovky.cz/2009/12/10/75474,28,ADPN0QZWHJOS7,6,cmu-heafield-combo,40,potsdam,37,onlineA,39,pc-trans,14,cu-tecto,4,1,3,2,2
English,Czech,254,lidovky.cz/2009/12/10/75474,29,ADPN0QZWHJOS7,17,dcu-combo,6,cmu-heafield-combo,39,pc-trans,13,cu-bojar,20,eurotrans,5,4,4,4,1
English,Czech,874,lesechos/2009/12/10/218334,10,A1EVRHU1LNS7FF,20,eurotrans,15,cu-zeman,1,_ref,46,uedin,28,koc-combo,5,5,1,5,5
English,Czech,875,lesechos/2009/12/10/218334,11,A1EVRHU1LNS7FF,45,sfu,20,eurotrans,27,koc,1,_ref,38,onlineB,5,5,5,1,5
English,Czech,876,lesechos/2009/12/10/218334,12,A1EVRHU1LNS7FF,46,uedin,40,potsdam,20,eurotrans,39,pc-trans,38,onlineB,5,5,3,5,5
English,Czech,1486,spiegel/2009/12/12/73257,19,A1EVRHU1LNS7FF,17,dcu-combo,15,cu-zeman,28,koc-combo,39,pc-trans,6,cmu-heafield-combo,3,5,5,2,5
English,Czech,1487,spiegel/2009/12/12/73257,20,A1EVRHU1LNS7FF,13,cu-bojar,40,potsdam,17,dcu-combo,37,onlineA,38,onlineB,5,5,5,5,4
English,Czech,1488,spiegel/2009/12/12/73257,21,A1EVRHU1LNS7FF,43,rwth-combo,52,upv-combo,38,onlineB,27,koc,45,sfu,5,5,5,5,5
English,Czech,1486,spiegel/2009/12/12/73257,19,ADPN0QZWHJOS7,17,dcu-combo,15,cu-zeman,28,koc-combo,39,pc-trans,6,cmu-heafield-combo,1,5,4,2,3
English,Czech,1487,spiegel/2009/12/12/73257,20,ADPN0QZWHJOS7,13,cu-bojar,40,potsdam,17,dcu-combo,37,onlineA,38,onlineB,3,5,2,4,2
English,Czech,1488,spiegel/2009/12/12/73257,21,ADPN0QZWHJOS7,43,rwth-combo,52,upv-combo,38,onlineB,27,koc,45,sfu,4,2,3,5,4
English,Czech,1352,frankfurter-rundschau/2009/12/10/99509,34,A1EVRHU1LNS7FF,52,upv-combo,15,cu-zeman,17,dcu-combo,37,onlineA,13,cu-bojar,4,3,5,5,3
English,Czech,1353,frankfurter-rundschau/2009/12/10/99509,35,A1EVRHU1LNS7FF,40,potsdam,13,cu-bojar,38,onlineB,14,cu-tecto,37,onlineA,-1,-1,-1,-1,-1
English,Czech,1354,frankfurter-rundschau/2009/12/10/99509,36,A1EVRHU1LNS7FF,15,cu-zeman,39,pc-trans,13,cu-bojar,20,eurotrans,16,dcu,5,5,3,5,5
English,Czech,710,washpost/2009/12/12/79407,43,A1EVRHU1LNS7FF,38,onlineB,40,potsdam,46,uedin,27,koc,45,sfu,5,5,3,5,5
English,Czech,711,washpost/2009/12/12/79407,44,A1EVRHU1LNS7FF,13,cu-bojar,20,eurotrans,27,koc,37,onlineA,15,cu-zeman,4,5,5,4,5
English,Czech,712,washpost/2009/12/12/79407,45,A1EVRHU1LNS7FF,39,pc-trans,45,sfu,52,upv-combo,46,uedin,6,cmu-heafield-combo,3,5,4,5,-1
English,Czech,710,washpost/2009/12/12/79407,43,A3TINYB3EM923P,38,onlineB,40,potsdam,46,uedin,27,koc,45,sfu,5,4,4,5,5
English,Czech,711,washpost/2009/12/12/79407,44,A3TINYB3EM923P,13,cu-bojar,20,eurotrans,27,koc,37,onlineA,15,cu-zeman,5,5,4,5,5
English,Czech,712,washpost/2009/12/12/79407,45,A3TINYB3EM923P,39,pc-trans,45,sfu,52,upv-combo,46,uedin,6,cmu-heafield-combo,2,5,4,2,3
English,Czech,1280,frankfurter-rundschau/2009/12/10/99519,4,A1EVRHU1LNS7FF,43,rwth-combo,20,eurotrans,15,cu-zeman,45,sfu,37,onlineA,3,5,5,5,-1
English,Czech,1281,frankfurter-rundschau/2009/12/10/99519,5,A1EVRHU1LNS7FF,37,onlineA,15,cu-zeman,13,cu-bojar,27,koc,39,pc-trans,5,5,3,5,5
English,Czech,1282,frankfurter-rundschau/2009/12/10/99519,6,A1EVRHU1LNS7FF,43,rwth-combo,27,koc,14,cu-tecto,1,_ref,45,sfu,-1,5,5,1,5
English,Czech,405,economist/2009/12/10/17240,5,A1EVRHU1LNS7FF,40,potsdam,13,cu-bojar,17,dcu-combo,46,uedin,16,dcu,5,5,5,5,5
English,Czech,406,economist/2009/12/10/17240,6,A1EVRHU1LNS7FF,28,koc-combo,40,potsdam,39,pc-trans,52,upv-combo,17,dcu-combo,4,5,5,4,4
English,Czech,407,economist/2009/12/10/17240,7,A1EVRHU1LNS7FF,13,cu-bojar,28,koc-combo,17,dcu-combo,43,rwth-combo,27,koc,4,4,4,4,5
English,Czech,1383,frankfurter-rundschau/2009/12/10/99503,27,A1EVRHU1LNS7FF,27,koc,15,cu-zeman,43,rwth-combo,39,pc-trans,46,uedin,5,5,5,5,5
English,Czech,1384,frankfurter-rundschau/2009/12/10/99503,28,A1EVRHU1LNS7FF,13,cu-bojar,46,uedin,20,eurotrans,43,rwth-combo,45,sfu,5,5,5,5,5
English,Czech,1385,frankfurter-rundschau/2009/12/10/9949,1,A1EVRHU1LNS7FF,6,cmu-heafield-combo,28,koc-combo,52,upv-combo,39,pc-trans,40,potsdam,4,4,4,4,5
English,Czech,1257,frankfurter-rundschau/2009/12/10/99523,28,A1EVRHU1LNS7FF,27,koc,17,dcu-combo,46,uedin,1,_ref,16,dcu,3,3,2,1,2
English,Czech,1258,frankfurter-rundschau/2009/12/10/99523,29,A1EVRHU1LNS7FF,40,potsdam,6,cmu-heafield-combo,20,eurotrans,37,onlineA,38,onlineB,4,1,3,4,2
English,Czech,1259,frankfurter-rundschau/2009/12/10/99523,30,A1EVRHU1LNS7FF,13,cu-bojar,28,koc-combo,43,rwth-combo,45,sfu,17,dcu-combo,4,3,5,4,1
English,Czech,1941,cincodias/2009/12/10/53253,5,A1EVRHU1LNS7FF,13,cu-bojar,28,koc-combo,14,cu-tecto,15,cu-zeman,45,sfu,3,4,4,3,2
English,Czech,1942,cincodias/2009/12/10/53253,6,A1EVRHU1LNS7FF,39,pc-trans,40,potsdam,37,onlineA,20,eurotrans,17,dcu-combo,1,5,2,1,1
English,Czech,1943,cincodias/2009/12/10/53253,7,A1EVRHU1LNS7FF,20,eurotrans,40,potsdam,28,koc-combo,45,sfu,6,cmu-heafield-combo,3,2,2,5,1
English,Czech,50,lidovky.cz/2009/12/10/75519,17,A1EVRHU1LNS7FF,16,dcu,28,koc-combo,27,koc,37,onlineA,17,dcu-combo,5,4,5,2,4
English,Czech,51,lidovky.cz/2009/12/10/75519,18,A1EVRHU1LNS7FF,14,cu-tecto,27,koc,52,upv-combo,6,cmu-heafield-combo,39,pc-trans,5,5,3,3,4
English,Czech,52,lidovky.cz/2009/12/10/75519,19,A1EVRHU1LNS7FF,45,sfu,28,koc-combo,14,cu-tecto,37,onlineA,1,_ref,2,3,5,4,1
English,Czech,1991,cincodias/2009/12/11/5334,33,A1EVRHU1LNS7FF,28,koc-combo,27,koc,38,onlineB,43,rwth-combo,52,upv-combo,5,5,5,4,2
English,Czech,1992,cincodias/2009/12/11/5334,34,A1EVRHU1LNS7FF,43,rwth-combo,37,onlineA,17,dcu-combo,15,cu-zeman,20,eurotrans,5,2,3,5,2
English,Czech,1993,cincodias/2009/12/11/5334,35,A1EVRHU1LNS7FF,13,cu-bojar,45,sfu,16,dcu,37,onlineA,15,cu-zeman,2,4,4,2,5
English,Czech,1291,frankfurter-rundschau/2009/12/10/99511,2,A1EVRHU1LNS7FF,37,onlineA,28,koc-combo,6,cmu-heafield-combo,46,uedin,16,dcu,5,3,3,2,2
English,Czech,1292,frankfurter-rundschau/2009/12/10/99511,3,A1EVRHU1LNS7FF,27,koc,46,uedin,43,rwth-combo,1,_ref,14,cu-tecto,5,5,5,1,5
English,Czech,1293,frankfurter-rundschau/2009/12/10/99511,4,A1EVRHU1LNS7FF,17,dcu-combo,6,cmu-heafield-combo,52,upv-combo,27,koc,15,cu-zeman,4,4,4,5,4
English,Czech,710,washpost/2009/12/12/79407,43,A1EVRHU1LNS7FF,28,koc-combo,40,potsdam,15,cu-zeman,13,cu-bojar,38,onlineB,5,4,5,5,4
English,Czech,711,washpost/2009/12/12/79407,44,A1EVRHU1LNS7FF,28,koc-combo,20,eurotrans,38,onlineB,46,uedin,43,rwth-combo,5,4,5,5,5
English,Czech,712,washpost/2009/12/12/79407,45,A1EVRHU1LNS7FF,40,potsdam,46,uedin,45,sfu,16,dcu,37,onlineA,4,3,5,5,4
English,Czech,50,lidovky.cz/2009/12/10/75519,17,A1EVRHU1LNS7FF,37,onlineA,39,pc-trans,40,potsdam,13,cu-bojar,14,cu-tecto,4,5,5,2,5
English,Czech,51,lidovky.cz/2009/12/10/75519,18,A1EVRHU1LNS7FF,16,dcu,1,_ref,6,cmu-heafield-combo,37,onlineA,17,dcu-combo,5,1,2,5,2
English,Czech,52,lidovky.cz/2009/12/10/75519,19,A1EVRHU1LNS7FF,46,uedin,20,eurotrans,40,potsdam,27,koc,14,cu-tecto,2,5,2,5,2
English,Czech,1352,frankfurter-rundschau/2009/12/10/99509,34,A1EVRHU1LNS7FF,28,koc-combo,39,pc-trans,14,cu-tecto,20,eurotrans,15,cu-zeman,2,3,1,5,3
English,Czech,1353,frankfurter-rundschau/2009/12/10/99509,35,A1EVRHU1LNS7FF,17,dcu-combo,45,sfu,13,cu-bojar,6,cmu-heafield-combo,39,pc-trans,4,5,-1,2,4
English,Czech,1354,frankfurter-rundschau/2009/12/10/99509,36,A1EVRHU1LNS7FF,37,onlineA,43,rwth-combo,28,koc-combo,16,dcu,39,pc-trans,5,4,5,5,5
Czech,English,218,lidovky.cz/2009/12/10/75478,16,A1GZ3K4HRJY6DA,1,_ref,2,aalto,6,cmu-heafield-combo,38,onlineB,15,cu-zeman,1,3,2,2,3
Czech,English,219,lidovky.cz/2009/12/10/75478,17,A1GZ3K4HRJY6DA,46,uedin,43,rwth-combo,5,cmu,13,cu-bojar,1,_ref,4,5,4,3,1
Czech,English,220,lidovky.cz/2009/12/10/75478,18,A1GZ3K4HRJY6DA,1,_ref,13,cu-bojar,25,jhu-combo,46,uedin,6,cmu-heafield-combo,1,2,3,4,3
Czech,English,218,lidovky.cz/2009/12/10/75478,16,A10Z9TAU6K4YIS,1,_ref,2,aalto,6,cmu-heafield-combo,38,onlineB,15,cu-zeman,4,2,3,1,5
Czech,English,219,lidovky.cz/2009/12/10/75478,17,A10Z9TAU6K4YIS,46,uedin,43,rwth-combo,5,cmu,13,cu-bojar,1,_ref,3,2,1,4,5
Czech,English,220,lidovky.cz/2009/12/10/75478,18,A10Z9TAU6K4YIS,1,_ref,13,cu-bojar,25,jhu-combo,46,uedin,6,cmu-heafield-combo,2,3,4,5,1
Czech,English,218,lidovky.cz/2009/12/10/75478,16,A3HNT6SZG5IBCQ,1,_ref,2,aalto,6,cmu-heafield-combo,38,onlineB,15,cu-zeman,1,5,3,2,4
Czech,English,219,lidovky.cz/2009/12/10/75478,17,A3HNT6SZG5IBCQ,46,uedin,43,rwth-combo,5,cmu,13,cu-bojar,1,_ref,4,5,3,2,1
Czech,English,220,lidovky.cz/2009/12/10/75478,18,A3HNT6SZG5IBCQ,1,_ref,13,cu-bojar,25,jhu-combo,46,uedin,6,cmu-heafield-combo,1,2,5,4,3
Czech,English,218,lidovky.cz/2009/12/10/75478,16,A3U1WRODUPA36D,1,_ref,2,aalto,6,cmu-heafield-combo,38,onlineB,15,cu-zeman,4,5,4,2,3
Czech,English,219,lidovky.cz/2009/12/10/75478,17,A3U1WRODUPA36D,46,uedin,43,rwth-combo,5,cmu,13,cu-bojar,1,_ref,4,4,5,4,1
Czech,English,220,lidovky.cz/2009/12/10/75478,18,A3U1WRODUPA36D,1,_ref,13,cu-bojar,25,jhu-combo,46,uedin,6,cmu-heafield-combo,2,4,3,4,1
Czech,English,218,lidovky.cz/2009/12/10/75478,16,A1RMJH0YTQN09X,1,_ref,2,aalto,6,cmu-heafield-combo,38,onlineB,15,cu-zeman,1,5,2,2,5
Czech,English,219,lidovky.cz/2009/12/10/75478,17,A1RMJH0YTQN09X,46,uedin,43,rwth-combo,5,cmu,13,cu-bojar,1,_ref,5,5,5,4,1
Czech,English,220,lidovky.cz/2009/12/10/75478,18,A1RMJH0YTQN09X,1,_ref,13,cu-bojar,25,jhu-combo,46,uedin,6,cmu-heafield-combo,1,3,2,5,2
Czech,English,791,times-of-london/2009/12/11/100521,14,A29GJ2SIVQNZ6V,5,cmu,46,uedin,52,upv-combo,3,bbn-combo,6,cmu-heafield-combo,5,2,4,3,1
Czech,English,792,times-of-london/2009/12/11/100521,15,A29GJ2SIVQNZ6V,1,_ref,25,jhu-combo,46,uedin,43,rwth-combo,6,cmu-heafield-combo,1,2,3,2,5
Czech,English,793,times-of-london/2009/12/11/100521,16,A29GJ2SIVQNZ6V,25,jhu-combo,13,cu-bojar,43,rwth-combo,3,bbn-combo,38,onlineB,1,5,3,4,2
