srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,system3Number,system3Id,system4Number,system4Id,system5Number,system5Id,system1rank,system2rank,system3rank,system4rank,system5rank
Urdu,English,42,ur-en.test,42,A1V9TOOHDBK2TP,3,cmu-bleu-single,9,stanford-dcp,2,cmu-bleu,5,cu-sempos-bleu,4,cmu-meteor,2,2,2,2,3
Urdu,English,635,ur-en.test,635,A1V9TOOHDBK2TP,7,rwth-cder,4,cmu-meteor,3,cmu-bleu-single,5,cu-sempos-bleu,8,sheffield-rose,3,3,4,3,5
Urdu,English,636,ur-en.test,636,A1V9TOOHDBK2TP,6,nus-tesla-f,5,cu-sempos-bleu,3,cmu-bleu-single,7,rwth-cder,8,sheffield-rose,4,4,4,4,5
Urdu,English,637,ur-en.test,637,A1V9TOOHDBK2TP,8,sheffield-rose,9,stanford-dcp,7,rwth-cder,3,cmu-bleu-single,5,cu-sempos-bleu,5,3,3,3,3
Urdu,English,478,ur-en.test,478,A1V9TOOHDBK2TP,5,cu-sempos-bleu,1,_ref,6,nus-tesla-f,4,cmu-meteor,7,rwth-cder,4,3,4,4,4
Urdu,English,479,ur-en.test,479,A1V9TOOHDBK2TP,2,cmu-bleu,7,rwth-cder,9,stanford-dcp,3,cmu-bleu-single,1,_ref,5,5,5,5,1
Urdu,English,480,ur-en.test,480,A1V9TOOHDBK2TP,1,_ref,9,stanford-dcp,6,nus-tesla-f,5,cu-sempos-bleu,4,cmu-meteor,3,4,4,4,4
Urdu,English,662,ur-en.test,662,A1V9TOOHDBK2TP,5,cu-sempos-bleu,8,sheffield-rose,7,rwth-cder,4,cmu-meteor,6,nus-tesla-f,5,5,5,5,5
Urdu,English,663,ur-en.test,663,A1V9TOOHDBK2TP,4,cmu-meteor,2,cmu-bleu,8,sheffield-rose,3,cmu-bleu-single,7,rwth-cder,4,4,5,4,4
Urdu,English,664,ur-en.test,664,A1V9TOOHDBK2TP,8,sheffield-rose,5,cu-sempos-bleu,2,cmu-bleu,9,stanford-dcp,1,_ref,5,5,5,5,5
Urdu,English,187,ur-en.test,187,A1V9TOOHDBK2TP,3,cmu-bleu-single,9,stanford-dcp,5,cu-sempos-bleu,6,nus-tesla-f,4,cmu-meteor,4,4,4,4,4
Urdu,English,188,ur-en.test,188,A1V9TOOHDBK2TP,1,_ref,4,cmu-meteor,8,sheffield-rose,6,nus-tesla-f,5,cu-sempos-bleu,1,2,5,2,2
Urdu,English,189,ur-en.test,189,A1V9TOOHDBK2TP,5,cu-sempos-bleu,4,cmu-meteor,8,sheffield-rose,3,cmu-bleu-single,1,_ref,3,3,5,3,2
Urdu,English,40,ur-en.test,40,A1V9TOOHDBK2TP,4,cmu-meteor,9,stanford-dcp,2,cmu-bleu,5,cu-sempos-bleu,1,_ref,3,3,3,4,1
Urdu,English,41,ur-en.test,41,A1V9TOOHDBK2TP,4,cmu-meteor,3,cmu-bleu-single,9,stanford-dcp,6,nus-tesla-f,2,cmu-bleu,2,2,3,2,2
Urdu,English,42,ur-en.test,42,A1V9TOOHDBK2TP,4,cmu-meteor,8,sheffield-rose,7,rwth-cder,1,_ref,3,cmu-bleu-single,3,5,1,1,2
Urdu,English,229,ur-en.test,229,A1V9TOOHDBK2TP,4,cmu-meteor,3,cmu-bleu-single,5,cu-sempos-bleu,9,stanford-dcp,6,nus-tesla-f,4,4,4,3,4
Urdu,English,230,ur-en.test,230,A1V9TOOHDBK2TP,2,cmu-bleu,8,sheffield-rose,6,nus-tesla-f,5,cu-sempos-bleu,9,stanford-dcp,3,5,3,2,2
Urdu,English,231,ur-en.test,231,A1V9TOOHDBK2TP,3,cmu-bleu-single,9,stanford-dcp,2,cmu-bleu,7,rwth-cder,4,cmu-meteor,4,4,4,4,4
Urdu,English,139,ur-en.test,139,A1V9TOOHDBK2TP,3,cmu-bleu-single,6,nus-tesla-f,4,cmu-meteor,8,sheffield-rose,1,_ref,3,3,3,5,3
Urdu,English,140,ur-en.test,140,A1V9TOOHDBK2TP,1,_ref,5,cu-sempos-bleu,7,rwth-cder,9,stanford-dcp,3,cmu-bleu-single,2,4,4,4,3
Urdu,English,141,ur-en.test,141,A1V9TOOHDBK2TP,2,cmu-bleu,9,stanford-dcp,6,nus-tesla-f,7,rwth-cder,8,sheffield-rose,3,4,3,3,5
Urdu,English,713,ur-en.test,713,A1V9TOOHDBK2TP,4,cmu-meteor,1,_ref,9,stanford-dcp,5,cu-sempos-bleu,8,sheffield-rose,4,3,4,4,5
Urdu,English,714,ur-en.test,714,A1V9TOOHDBK2TP,2,cmu-bleu,7,rwth-cder,9,stanford-dcp,6,nus-tesla-f,8,sheffield-rose,5,5,5,5,5
Urdu,English,715,ur-en.test,715,A1V9TOOHDBK2TP,6,nus-tesla-f,1,_ref,3,cmu-bleu-single,8,sheffield-rose,7,rwth-cder,4,3,4,5,4
Urdu,English,106,ur-en.test,106,A1V9TOOHDBK2TP,2,cmu-bleu,9,stanford-dcp,6,nus-tesla-f,1,_ref,3,cmu-bleu-single,4,4,4,2,3
Urdu,English,107,ur-en.test,107,A1V9TOOHDBK2TP,3,cmu-bleu-single,6,nus-tesla-f,4,cmu-meteor,1,_ref,5,cu-sempos-bleu,3,4,3,2,4
Urdu,English,108,ur-en.test,108,A1V9TOOHDBK2TP,1,_ref,8,sheffield-rose,7,rwth-cder,3,cmu-bleu-single,9,stanford-dcp,1,5,2,2,2
Urdu,English,19,ur-en.test,19,A1V9TOOHDBK2TP,9,stanford-dcp,6,nus-tesla-f,1,_ref,8,sheffield-rose,7,rwth-cder,3,3,3,5,4
Urdu,English,20,ur-en.test,20,A1V9TOOHDBK2TP,4,cmu-meteor,1,_ref,9,stanford-dcp,6,nus-tesla-f,3,cmu-bleu-single,4,2,4,4,4
Urdu,English,21,ur-en.test,21,A1V9TOOHDBK2TP,8,sheffield-rose,1,_ref,9,stanford-dcp,5,cu-sempos-bleu,3,cmu-bleu-single,5,2,4,4,4
Urdu,English,460,ur-en.test,460,A1V9TOOHDBK2TP,9,stanford-dcp,7,rwth-cder,1,_ref,5,cu-sempos-bleu,4,cmu-meteor,4,4,3,4,4
Urdu,English,461,ur-en.test,461,A1V9TOOHDBK2TP,5,cu-sempos-bleu,8,sheffield-rose,9,stanford-dcp,4,cmu-meteor,1,_ref,4,5,4,4,3
Urdu,English,462,ur-en.test,462,A1V9TOOHDBK2TP,9,stanford-dcp,5,cu-sempos-bleu,1,_ref,2,cmu-bleu,3,cmu-bleu-single,3,3,2,3,3
Urdu,English,181,ur-en.test,181,A1V9TOOHDBK2TP,9,stanford-dcp,8,sheffield-rose,7,rwth-cder,4,cmu-meteor,2,cmu-bleu,2,5,2,2,2
Urdu,English,182,ur-en.test,182,A1V9TOOHDBK2TP,3,cmu-bleu-single,7,rwth-cder,1,_ref,8,sheffield-rose,6,nus-tesla-f,4,-1,2,5,4
Urdu,English,183,ur-en.test,183,A1V9TOOHDBK2TP,2,cmu-bleu,7,rwth-cder,5,cu-sempos-bleu,6,nus-tesla-f,3,cmu-bleu-single,4,4,4,5,4
Urdu,English,662,ur-en.test,662,A1V9TOOHDBK2TP,2,cmu-bleu,8,sheffield-rose,7,rwth-cder,1,_ref,4,cmu-meteor,4,5,4,3,4
Urdu,English,663,ur-en.test,663,A1V9TOOHDBK2TP,8,sheffield-rose,3,cmu-bleu-single,4,cmu-meteor,2,cmu-bleu,6,nus-tesla-f,5,4,4,4,4
Urdu,English,664,ur-en.test,664,A1V9TOOHDBK2TP,6,nus-tesla-f,7,rwth-cder,5,cu-sempos-bleu,3,cmu-bleu-single,9,stanford-dcp,4,4,4,4,4
Urdu,English,34,ur-en.test,34,A1V9TOOHDBK2TP,8,sheffield-rose,3,cmu-bleu-single,6,nus-tesla-f,1,_ref,2,cmu-bleu,5,4,3,3,3
Urdu,English,35,ur-en.test,35,A1V9TOOHDBK2TP,9,stanford-dcp,6,nus-tesla-f,8,sheffield-rose,5,cu-sempos-bleu,3,cmu-bleu-single,3,3,5,3,3
Urdu,English,36,ur-en.test,36,A1V9TOOHDBK2TP,1,_ref,6,nus-tesla-f,4,cmu-meteor,5,cu-sempos-bleu,9,stanford-dcp,1,4,4,4,4
Urdu,English,43,ur-en.test,43,A1V9TOOHDBK2TP,4,cmu-meteor,8,sheffield-rose,3,cmu-bleu-single,1,_ref,5,cu-sempos-bleu,4,5,4,3,4
Urdu,English,44,ur-en.test,44,A1V9TOOHDBK2TP,1,_ref,3,cmu-bleu-single,6,nus-tesla-f,2,cmu-bleu,9,stanford-dcp,2,3,4,3,3
Urdu,English,45,ur-en.test,45,A1V9TOOHDBK2TP,3,cmu-bleu-single,6,nus-tesla-f,4,cmu-meteor,2,cmu-bleu,9,stanford-dcp,4,4,4,4,4
Urdu,English,668,ur-en.test,668,A1V9TOOHDBK2TP,7,rwth-cder,1,_ref,8,sheffield-rose,6,nus-tesla-f,4,cmu-meteor,5,4,5,4,4
Urdu,English,669,ur-en.test,669,A1V9TOOHDBK2TP,1,_ref,6,nus-tesla-f,3,cmu-bleu-single,9,stanford-dcp,8,sheffield-rose,3,2,3,3,5
Urdu,English,670,ur-en.test,670,A1V9TOOHDBK2TP,5,cu-sempos-bleu,8,sheffield-rose,2,cmu-bleu,6,nus-tesla-f,9,stanford-dcp,4,5,4,4,4
Urdu,English,848,ur-en.test,848,A1V9TOOHDBK2TP,9,stanford-dcp,6,nus-tesla-f,2,cmu-bleu,7,rwth-cder,5,cu-sempos-bleu,1,3,1,2,3
Urdu,English,849,ur-en.test,849,A1V9TOOHDBK2TP,3,cmu-bleu-single,8,sheffield-rose,2,cmu-bleu,4,cmu-meteor,5,cu-sempos-bleu,4,5,4,4,4
Urdu,English,850,ur-en.test,850,A1V9TOOHDBK2TP,4,cmu-meteor,7,rwth-cder,5,cu-sempos-bleu,3,cmu-bleu-single,2,cmu-bleu,4,2,2,2,4
Urdu,English,229,ur-en.test,229,A1V9TOOHDBK2TP,1,_ref,8,sheffield-rose,5,cu-sempos-bleu,6,nus-tesla-f,4,cmu-meteor,2,5,4,4,4
Urdu,English,230,ur-en.test,230,A1V9TOOHDBK2TP,1,_ref,8,sheffield-rose,7,rwth-cder,3,cmu-bleu-single,5,cu-sempos-bleu,1,5,2,2,2
Urdu,English,231,ur-en.test,231,A1V9TOOHDBK2TP,6,nus-tesla-f,1,_ref,9,stanford-dcp,5,cu-sempos-bleu,4,cmu-meteor,5,2,4,4,4
Urdu,English,713,ur-en.test,713,A1V9TOOHDBK2TP,9,stanford-dcp,7,rwth-cder,8,sheffield-rose,4,cmu-meteor,5,cu-sempos-bleu,4,4,5,4,4
Urdu,English,714,ur-en.test,714,A1V9TOOHDBK2TP,2,cmu-bleu,1,_ref,4,cmu-meteor,6,nus-tesla-f,5,cu-sempos-bleu,5,3,5,5,4
Urdu,English,715,ur-en.test,715,A1V9TOOHDBK2TP,4,cmu-meteor,3,cmu-bleu-single,1,_ref,8,sheffield-rose,5,cu-sempos-bleu,4,4,3,5,4
Urdu,English,172,ur-en.test,172,A1V9TOOHDBK2TP,7,rwth-cder,2,cmu-bleu,1,_ref,9,stanford-dcp,6,nus-tesla-f,4,4,4,4,4
Urdu,English,173,ur-en.test,173,A1V9TOOHDBK2TP,4,cmu-meteor,2,cmu-bleu,6,nus-tesla-f,3,cmu-bleu-single,5,cu-sempos-bleu,4,4,3,4,4
Urdu,English,174,ur-en.test,174,A1V9TOOHDBK2TP,7,rwth-cder,1,_ref,8,sheffield-rose,3,cmu-bleu-single,4,cmu-meteor,4,3,5,4,4
Urdu,English,848,ur-en.test,848,A1V9TOOHDBK2TP,4,cmu-meteor,5,cu-sempos-bleu,1,_ref,8,sheffield-rose,9,stanford-dcp,1,2,3,5,1
Urdu,English,849,ur-en.test,849,A1V9TOOHDBK2TP,6,nus-tesla-f,2,cmu-bleu,3,cmu-bleu-single,1,_ref,7,rwth-cder,3,3,3,4,3
Urdu,English,850,ur-en.test,850,A1V9TOOHDBK2TP,5,cu-sempos-bleu,7,rwth-cder,1,_ref,6,nus-tesla-f,8,sheffield-rose,3,3,3,4,5
Urdu,English,460,ur-en.test,460,A1V9TOOHDBK2TP,5,cu-sempos-bleu,3,cmu-bleu-single,2,cmu-bleu,9,stanford-dcp,7,rwth-cder,4,4,4,4,-1
Urdu,English,461,ur-en.test,461,A1V9TOOHDBK2TP,1,_ref,3,cmu-bleu-single,4,cmu-meteor,5,cu-sempos-bleu,8,sheffield-rose,3,4,4,4,5
Urdu,English,462,ur-en.test,462,A1V9TOOHDBK2TP,3,cmu-bleu-single,1,_ref,8,sheffield-rose,4,cmu-meteor,9,stanford-dcp,3,2,5,3,3
Urdu,English,229,ur-en.test,229,A1V9TOOHDBK2TP,8,sheffield-rose,9,stanford-dcp,3,cmu-bleu-single,2,cmu-bleu,6,nus-tesla-f,5,4,4,3,4
Urdu,English,230,ur-en.test,230,A1V9TOOHDBK2TP,2,cmu-bleu,6,nus-tesla-f,1,_ref,4,cmu-meteor,3,cmu-bleu-single,3,3,1,3,3
Urdu,English,231,ur-en.test,231,A1V9TOOHDBK2TP,8,sheffield-rose,6,nus-tesla-f,1,_ref,2,cmu-bleu,9,stanford-dcp,5,4,3,4,4
Urdu,English,34,ur-en.test,34,A1V9TOOHDBK2TP,9,stanford-dcp,6,nus-tesla-f,5,cu-sempos-bleu,7,rwth-cder,8,sheffield-rose,3,3,4,4,5
Urdu,English,35,ur-en.test,35,A1V9TOOHDBK2TP,3,cmu-bleu-single,4,cmu-meteor,2,cmu-bleu,1,_ref,7,rwth-cder,3,3,3,1,3
Urdu,English,36,ur-en.test,36,A1V9TOOHDBK2TP,3,cmu-bleu-single,1,_ref,8,sheffield-rose,9,stanford-dcp,5,cu-sempos-bleu,4,1,5,4,4
Urdu,English,478,ur-en.test,478,A1V9TOOHDBK2TP,8,sheffield-rose,6,nus-tesla-f,7,rwth-cder,2,cmu-bleu,3,cmu-bleu-single,5,4,3,3,3
Urdu,English,479,ur-en.test,479,A1V9TOOHDBK2TP,4,cmu-meteor,2,cmu-bleu,6,nus-tesla-f,7,rwth-cder,8,sheffield-rose,4,4,4,4,5
Urdu,English,480,ur-en.test,480,A1V9TOOHDBK2TP,8,sheffield-rose,7,rwth-cder,4,cmu-meteor,5,cu-sempos-bleu,3,cmu-bleu-single,5,4,4,4,4
Urdu,English,611,ur-en.test,611,A1V9TOOHDBK2TP,3,cmu-bleu-single,4,cmu-meteor,9,stanford-dcp,1,_ref,8,sheffield-rose,3,3,3,4,5
Urdu,English,612,ur-en.test,612,A1V9TOOHDBK2TP,6,nus-tesla-f,9,stanford-dcp,8,sheffield-rose,3,cmu-bleu-single,1,_ref,3,3,5,3,2
Urdu,English,613,ur-en.test,613,A1V9TOOHDBK2TP,2,cmu-bleu,7,rwth-cder,6,nus-tesla-f,4,cmu-meteor,5,cu-sempos-bleu,4,4,4,4,4
Urdu,English,827,ur-en.test,827,A1V9TOOHDBK2TP,9,stanford-dcp,3,cmu-bleu-single,4,cmu-meteor,7,rwth-cder,2,cmu-bleu,4,4,4,4,4
Urdu,English,828,ur-en.test,828,A1V9TOOHDBK2TP,4,cmu-meteor,8,sheffield-rose,3,cmu-bleu-single,7,rwth-cder,5,cu-sempos-bleu,4,5,4,4,4
Urdu,English,829,ur-en.test,829,A1V9TOOHDBK2TP,6,nus-tesla-f,8,sheffield-rose,4,cmu-meteor,1,_ref,2,cmu-bleu,4,5,4,3,4
Urdu,English,767,ur-en.test,767,A1V9TOOHDBK2TP,2,cmu-bleu,7,rwth-cder,9,stanford-dcp,5,cu-sempos-bleu,8,sheffield-rose,3,2,3,3,5
Urdu,English,768,ur-en.test,768,A1V9TOOHDBK2TP,9,stanford-dcp,3,cmu-bleu-single,8,sheffield-rose,4,cmu-meteor,5,cu-sempos-bleu,4,4,5,4,4
Urdu,English,769,ur-en.test,769,A1V9TOOHDBK2TP,8,sheffield-rose,2,cmu-bleu,5,cu-sempos-bleu,7,rwth-cder,9,stanford-dcp,5,4,4,4,4
Urdu,English,827,ur-en.test,827,A1V9TOOHDBK2TP,6,nus-tesla-f,9,stanford-dcp,5,cu-sempos-bleu,3,cmu-bleu-single,2,cmu-bleu,4,4,4,4,4
Urdu,English,828,ur-en.test,828,A1V9TOOHDBK2TP,2,cmu-bleu,9,stanford-dcp,8,sheffield-rose,4,cmu-meteor,7,rwth-cder,4,4,5,4,4
Urdu,English,829,ur-en.test,829,A1V9TOOHDBK2TP,5,cu-sempos-bleu,4,cmu-meteor,6,nus-tesla-f,7,rwth-cder,9,stanford-dcp,4,4,4,4,4
Urdu,English,187,ur-en.test,187,A1V9TOOHDBK2TP,4,cmu-meteor,9,stanford-dcp,1,_ref,6,nus-tesla-f,5,cu-sempos-bleu,4,4,2,4,4
Urdu,English,188,ur-en.test,188,A1V9TOOHDBK2TP,5,cu-sempos-bleu,7,rwth-cder,4,cmu-meteor,8,sheffield-rose,9,stanford-dcp,2,2,2,5,2
Urdu,English,189,ur-en.test,189,A1V9TOOHDBK2TP,6,nus-tesla-f,3,cmu-bleu-single,9,stanford-dcp,5,cu-sempos-bleu,2,cmu-bleu,3,4,4,4,4
Urdu,English,478,ur-en.test,478,A1V9TOOHDBK2TP,4,cmu-meteor,7,rwth-cder,3,cmu-bleu-single,8,sheffield-rose,5,cu-sempos-bleu,3,3,3,5,3
Urdu,English,479,ur-en.test,479,A1V9TOOHDBK2TP,6,nus-tesla-f,1,_ref,9,stanford-dcp,8,sheffield-rose,3,cmu-bleu-single,4,2,4,5,4
Urdu,English,480,ur-en.test,480,A1V9TOOHDBK2TP,2,cmu-bleu,8,sheffield-rose,1,_ref,4,cmu-meteor,7,rwth-cder,4,5,2,4,4
Urdu,English,139,ur-en.test,139,A1V9TOOHDBK2TP,1,_ref,5,cu-sempos-bleu,6,nus-tesla-f,2,cmu-bleu,8,sheffield-rose,2,3,4,4,5
Urdu,English,140,ur-en.test,140,A1V9TOOHDBK2TP,5,cu-sempos-bleu,1,_ref,2,cmu-bleu,8,sheffield-rose,7,rwth-cder,4,3,4,5,4
Urdu,English,141,ur-en.test,141,A1V9TOOHDBK2TP,9,stanford-dcp,4,cmu-meteor,7,rwth-cder,8,sheffield-rose,2,cmu-bleu,4,3,3,5,3
Urdu,English,28,ur-en.test,28,A1V9TOOHDBK2TP,7,rwth-cder,9,stanford-dcp,8,sheffield-rose,1,_ref,6,nus-tesla-f,3,3,5,3,3
Urdu,English,29,ur-en.test,29,A1V9TOOHDBK2TP,4,cmu-meteor,7,rwth-cder,8,sheffield-rose,6,nus-tesla-f,5,cu-sempos-bleu,4,4,5,4,4
Urdu,English,30,ur-en.test,30,A1V9TOOHDBK2TP,6,nus-tesla-f,1,_ref,2,cmu-bleu,7,rwth-cder,3,cmu-bleu-single,3,2,3,3,3
Urdu,English,644,ur-en.test,644,A1V9TOOHDBK2TP,3,cmu-bleu-single,4,cmu-meteor,5,cu-sempos-bleu,1,_ref,8,sheffield-rose,2,2,2,1,5
Urdu,English,645,ur-en.test,645,A1V9TOOHDBK2TP,6,nus-tesla-f,8,sheffield-rose,7,rwth-cder,5,cu-sempos-bleu,4,cmu-meteor,4,5,4,4,4
Urdu,English,646,ur-en.test,646,A1V9TOOHDBK2TP,3,cmu-bleu-single,8,sheffield-rose,7,rwth-cder,5,cu-sempos-bleu,6,nus-tesla-f,4,5,4,4,4
Urdu,English,358,ur-en.test,358,A1V9TOOHDBK2TP,2,cmu-bleu,3,cmu-bleu-single,9,stanford-dcp,7,rwth-cder,5,cu-sempos-bleu,4,4,4,4,4
Urdu,English,359,ur-en.test,359,A1V9TOOHDBK2TP,1,_ref,8,sheffield-rose,4,cmu-meteor,9,stanford-dcp,2,cmu-bleu,2,5,4,4,4
Urdu,English,360,ur-en.test,360,A1V9TOOHDBK2TP,2,cmu-bleu,4,cmu-meteor,1,_ref,6,nus-tesla-f,9,stanford-dcp,4,4,2,4,4
Urdu,English,82,ur-en.test,82,A1V9TOOHDBK2TP,2,cmu-bleu,6,nus-tesla-f,5,cu-sempos-bleu,4,cmu-meteor,7,rwth-cder,3,4,4,3,4
Urdu,English,83,ur-en.test,83,A1V9TOOHDBK2TP,4,cmu-meteor,3,cmu-bleu-single,9,stanford-dcp,8,sheffield-rose,7,rwth-cder,1,1,1,5,1
Urdu,English,84,ur-en.test,84,A1V9TOOHDBK2TP,5,cu-sempos-bleu,3,cmu-bleu-single,6,nus-tesla-f,2,cmu-bleu,9,stanford-dcp,2,2,3,2,2
Urdu,English,481,ur-en.test,481,A1V9TOOHDBK2TP,2,cmu-bleu,9,stanford-dcp,7,rwth-cder,5,cu-sempos-bleu,4,cmu-meteor,4,3,4,4,3
Urdu,English,482,ur-en.test,482,A1V9TOOHDBK2TP,4,cmu-meteor,9,stanford-dcp,2,cmu-bleu,7,rwth-cder,8,sheffield-rose,4,4,4,4,5
Urdu,English,483,ur-en.test,483,A1V9TOOHDBK2TP,2,cmu-bleu,1,_ref,4,cmu-meteor,5,cu-sempos-bleu,9,stanford-dcp,4,2,4,4,4
Urdu,English,668,ur-en.test,668,A1V9TOOHDBK2TP,3,cmu-bleu-single,2,cmu-bleu,7,rwth-cder,8,sheffield-rose,5,cu-sempos-bleu,4,4,5,5,4
Urdu,English,669,ur-en.test,669,A1V9TOOHDBK2TP,8,sheffield-rose,5,cu-sempos-bleu,4,cmu-meteor,9,stanford-dcp,7,rwth-cder,-1,2,3,3,3
Urdu,English,670,ur-en.test,670,A1V9TOOHDBK2TP,2,cmu-bleu,6,nus-tesla-f,7,rwth-cder,5,cu-sempos-bleu,8,sheffield-rose,4,4,4,4,5
