srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,system3Number,system3Id,system4Number,system4Id,system5Number,system5Id,system1rank,system2rank,system3rank,system4rank,system5rank
Haitian Creole (Raw),English,401,htraw-en.test,401,A2HHYY3H3IBBR0,1,bm-i2r,3,cmu-hewavitharana,7,liu,2,cmu-denkowski,5,jhu,4,2,2,3,1
Haitian Creole (Raw),English,402,htraw-en.test,402,A2HHYY3H3IBBR0,8,umd-eidelman,5,jhu,2,cmu-denkowski,3,cmu-hewavitharana,1,bm-i2r,1,5,1,4,1
Haitian Creole (Raw),English,307,htraw-en.test,307,A2HHYY3H3IBBR0,3,cmu-hewavitharana,1,bm-i2r,2,cmu-denkowski,8,umd-eidelman,7,liu,3,1,4,5,2
Haitian Creole (Raw),English,308,htraw-en.test,308,A2HHYY3H3IBBR0,2,cmu-denkowski,5,jhu,8,umd-eidelman,3,cmu-hewavitharana,7,liu,1,1,2,2,2
Haitian Creole (Raw),English,309,htraw-en.test,309,A2HHYY3H3IBBR0,7,liu,5,jhu,8,umd-eidelman,2,cmu-denkowski,3,cmu-hewavitharana,1,2,2,2,2
Haitian Creole (Raw),English,508,htraw-en.test,508,AWXZ6JLSPJO84,5,jhu,7,liu,1,bm-i2r,2,cmu-denkowski,3,cmu-hewavitharana,2,5,3,1,4
Haitian Creole (Raw),English,509,htraw-en.test,509,AWXZ6JLSPJO84,2,cmu-denkowski,5,jhu,3,cmu-hewavitharana,8,umd-eidelman,1,bm-i2r,1,2,2,1,2
Haitian Creole (Raw),English,510,htraw-en.test,510,AWXZ6JLSPJO84,1,bm-i2r,7,liu,3,cmu-hewavitharana,2,cmu-denkowski,8,umd-eidelman,1,4,5,3,4
Haitian Creole (Raw),English,241,htraw-en.test,241,AWXZ6JLSPJO84,2,cmu-denkowski,1,bm-i2r,5,jhu,3,cmu-hewavitharana,7,liu,1,1,5,1,1
Haitian Creole (Raw),English,242,htraw-en.test,242,AWXZ6JLSPJO84,5,jhu,2,cmu-denkowski,1,bm-i2r,3,cmu-hewavitharana,7,liu,2,5,1,3,4
Haitian Creole (Raw),English,243,htraw-en.test,243,AWXZ6JLSPJO84,8,umd-eidelman,2,cmu-denkowski,7,liu,5,jhu,3,cmu-hewavitharana,3,2,1,3,1
Haitian Creole (Raw),English,64,htraw-en.test,64,A2HHYY3H3IBBR0,8,umd-eidelman,7,liu,2,cmu-denkowski,3,cmu-hewavitharana,1,bm-i2r,1,3,3,2,4
Haitian Creole (Raw),English,65,htraw-en.test,65,A2HHYY3H3IBBR0,1,bm-i2r,5,jhu,7,liu,8,umd-eidelman,2,cmu-denkowski,1,3,1,1,1
Haitian Creole (Raw),English,66,htraw-en.test,66,A2HHYY3H3IBBR0,8,umd-eidelman,5,jhu,2,cmu-denkowski,1,bm-i2r,3,cmu-hewavitharana,2,3,4,3,3
Haitian Creole (Raw),English,220,htraw-en.test,220,A18KPQKAC1S9LU,1,bm-i2r,2,cmu-denkowski,5,jhu,7,liu,3,cmu-hewavitharana,1,4,3,5,3
Haitian Creole (Raw),English,221,htraw-en.test,221,A18KPQKAC1S9LU,5,jhu,8,umd-eidelman,2,cmu-denkowski,3,cmu-hewavitharana,7,liu,2,3,2,1,2
Haitian Creole (Raw),English,222,htraw-en.test,222,A18KPQKAC1S9LU,8,umd-eidelman,3,cmu-hewavitharana,5,jhu,7,liu,1,bm-i2r,1,2,2,3,4
Haitian Creole (Raw),English,439,htraw-en.test,439,AC8V4RY84Y93P,3,cmu-hewavitharana,1,bm-i2r,2,cmu-denkowski,8,umd-eidelman,7,liu,2,4,1,1,4
Haitian Creole (Raw),English,440,htraw-en.test,440,AC8V4RY84Y93P,5,jhu,7,liu,2,cmu-denkowski,8,umd-eidelman,1,bm-i2r,1,1,1,1,1
Haitian Creole (Raw),English,441,htraw-en.test,441,AC8V4RY84Y93P,2,cmu-denkowski,1,bm-i2r,7,liu,5,jhu,3,cmu-hewavitharana,1,3,1,2,3
Haitian Creole (Raw),English,508,htraw-en.test,508,AWXZ6JLSPJO84,7,liu,5,jhu,2,cmu-denkowski,3,cmu-hewavitharana,1,bm-i2r,5,5,5,5,5
Haitian Creole (Raw),English,509,htraw-en.test,509,AWXZ6JLSPJO84,2,cmu-denkowski,3,cmu-hewavitharana,7,liu,8,umd-eidelman,5,jhu,1,2,4,1,2
Haitian Creole (Raw),English,510,htraw-en.test,510,AWXZ6JLSPJO84,2,cmu-denkowski,7,liu,1,bm-i2r,8,umd-eidelman,3,cmu-hewavitharana,4,4,1,5,5
Haitian Creole (Raw),English,547,htraw-en.test,547,A18KPQKAC1S9LU,3,cmu-hewavitharana,5,jhu,7,liu,8,umd-eidelman,2,cmu-denkowski,2,3,3,1,4
Haitian Creole (Raw),English,548,htraw-en.test,548,A18KPQKAC1S9LU,3,cmu-hewavitharana,1,bm-i2r,8,umd-eidelman,5,jhu,7,liu,3,2,1,2,4
Haitian Creole (Raw),English,549,htraw-en.test,549,A18KPQKAC1S9LU,1,bm-i2r,7,liu,8,umd-eidelman,2,cmu-denkowski,5,jhu,3,4,2,2,1
Haitian Creole (Raw),English,364,htraw-en.test,364,A27I15QVFCD33F,1,bm-i2r,8,umd-eidelman,3,cmu-hewavitharana,2,cmu-denkowski,7,liu,2,5,1,2,4
Haitian Creole (Raw),English,365,htraw-en.test,365,A27I15QVFCD33F,1,bm-i2r,7,liu,5,jhu,3,cmu-hewavitharana,8,umd-eidelman,1,3,2,3,1
Haitian Creole (Raw),English,366,htraw-en.test,366,A27I15QVFCD33F,3,cmu-hewavitharana,1,bm-i2r,5,jhu,7,liu,2,cmu-denkowski,3,2,2,1,5
Haitian Creole (Raw),English,589,htraw-en.test,589,A27I15QVFCD33F,5,jhu,8,umd-eidelman,3,cmu-hewavitharana,1,bm-i2r,2,cmu-denkowski,5,3,2,1,1
Haitian Creole (Raw),English,590,htraw-en.test,590,A27I15QVFCD33F,5,jhu,1,bm-i2r,8,umd-eidelman,2,cmu-denkowski,7,liu,4,1,3,1,2
Haitian Creole (Raw),English,591,htraw-en.test,591,A27I15QVFCD33F,2,cmu-denkowski,8,umd-eidelman,3,cmu-hewavitharana,1,bm-i2r,5,jhu,3,2,1,1,1
Haitian Creole (Raw),English,64,htraw-en.test,64,AWXZ6JLSPJO84,3,cmu-hewavitharana,5,jhu,2,cmu-denkowski,1,bm-i2r,8,umd-eidelman,2,3,4,3,1
Haitian Creole (Raw),English,65,htraw-en.test,65,AWXZ6JLSPJO84,3,cmu-hewavitharana,1,bm-i2r,5,jhu,8,umd-eidelman,2,cmu-denkowski,3,1,4,2,3
Haitian Creole (Raw),English,66,htraw-en.test,66,AWXZ6JLSPJO84,5,jhu,3,cmu-hewavitharana,7,liu,2,cmu-denkowski,1,bm-i2r,4,1,4,5,2
Haitian Creole (Raw),English,499,htraw-en.test,499,AWXZ6JLSPJO84,2,cmu-denkowski,1,bm-i2r,3,cmu-hewavitharana,5,jhu,8,umd-eidelman,2,2,3,2,1
Haitian Creole (Raw),English,500,htraw-en.test,500,AWXZ6JLSPJO84,8,umd-eidelman,7,liu,2,cmu-denkowski,5,jhu,1,bm-i2r,3,4,1,2,5
Haitian Creole (Raw),English,501,htraw-en.test,501,AWXZ6JLSPJO84,7,liu,1,bm-i2r,2,cmu-denkowski,8,umd-eidelman,5,jhu,3,4,5,1,1
