srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,system3Number,system3Id,system4Number,system4Id,system5Number,system5Id,system1rank,system2rank,system3rank,system4rank,system5rank
Haitian Creole (Clean),English,280,htclean-en.test,280,A3QPOJPYI2BBT5,1,_ref,3,koc-combo,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,1,2,4,3,-1
Haitian Creole (Clean),English,281,htclean-en.test,281,A3QPOJPYI2BBT5,4,upv-prhlt-combo,3,koc-combo,1,_ref,2,cmu-heafield-combo,0,blank,4,4,1,3,-1
Haitian Creole (Clean),English,282,htclean-en.test,282,A3QPOJPYI2BBT5,4,upv-prhlt-combo,3,koc-combo,2,cmu-heafield-combo,1,_ref,0,blank,2,3,2,1,-1
Haitian Creole (Clean),English,235,htclean-en.test,235,AGA961CZDY79B,3,koc-combo,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,2,3,2,1,-1
Haitian Creole (Clean),English,236,htclean-en.test,236,AGA961CZDY79B,2,cmu-heafield-combo,4,upv-prhlt-combo,3,koc-combo,1,_ref,0,blank,2,2,3,1,-1
Haitian Creole (Clean),English,237,htclean-en.test,237,AGA961CZDY79B,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,3,koc-combo,0,blank,2,2,1,2,-1
Haitian Creole (Clean),English,106,htclean-en.test,106,ABTW6BJ90KRHP,3,koc-combo,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,2,1,2,2,-1
Haitian Creole (Clean),English,107,htclean-en.test,107,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,3,koc-combo,0,blank,1,2,3,2,-1
Haitian Creole (Clean),English,108,htclean-en.test,108,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,2,3,1,4,-1
Haitian Creole (Clean),English,451,htclean-en.test,451,A3QPOJPYI2BBT5,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,3,koc-combo,0,blank,1,1,3,4,-1
Haitian Creole (Clean),English,452,htclean-en.test,452,A3QPOJPYI2BBT5,1,_ref,3,koc-combo,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,1,4,4,4,-1
Haitian Creole (Clean),English,453,htclean-en.test,453,A3QPOJPYI2BBT5,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,3,koc-combo,0,blank,3,1,2,3,-1
Haitian Creole (Clean),English,598,htclean-en.test,598,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,3,koc-combo,1,_ref,0,blank,1,1,1,2,-1
Haitian Creole (Clean),English,599,htclean-en.test,599,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,3,koc-combo,0,blank,1,1,1,2,-1
Haitian Creole (Clean),English,600,htclean-en.test,600,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,3,2,3,1,-1
Haitian Creole (Clean),English,175,htclean-en.test,175,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,3,koc-combo,0,blank,3,1,2,2,-1
Haitian Creole (Clean),English,176,htclean-en.test,176,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,3,koc-combo,0,blank,2,2,1,2,-1
Haitian Creole (Clean),English,177,htclean-en.test,177,ABTW6BJ90KRHP,2,cmu-heafield-combo,3,koc-combo,4,upv-prhlt-combo,1,_ref,0,blank,2,3,2,1,-1
Haitian Creole (Clean),English,52,htclean-en.test,52,A3QPOJPYI2BBT5,2,cmu-heafield-combo,3,koc-combo,4,upv-prhlt-combo,1,_ref,0,blank,3,4,4,1,-1
Haitian Creole (Clean),English,53,htclean-en.test,53,A3QPOJPYI2BBT5,3,koc-combo,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,3,1,3,3,-1
Haitian Creole (Clean),English,54,htclean-en.test,54,A3QPOJPYI2BBT5,1,_ref,3,koc-combo,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,1,2,3,2,-1
Haitian Creole (Clean),English,445,htclean-en.test,445,ABTW6BJ90KRHP,1,_ref,3,koc-combo,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,1,3,3,2,-1
Haitian Creole (Clean),English,446,htclean-en.test,446,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,3,koc-combo,2,cmu-heafield-combo,0,blank,2,1,4,3,-1
Haitian Creole (Clean),English,447,htclean-en.test,447,ABTW6BJ90KRHP,1,_ref,4,upv-prhlt-combo,3,koc-combo,2,cmu-heafield-combo,0,blank,1,2,2,3,-1
Haitian Creole (Clean),English,112,htclean-en.test,112,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,3,koc-combo,0,blank,2,1,2,3,-1
Haitian Creole (Clean),English,113,htclean-en.test,113,ABTW6BJ90KRHP,3,koc-combo,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,5,1,2,3,-1
Haitian Creole (Clean),English,114,htclean-en.test,114,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,3,koc-combo,0,blank,2,1,2,3,-1
Haitian Creole (Clean),English,226,htclean-en.test,226,ABTW6BJ90KRHP,3,koc-combo,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,4,1,2,3,-1
Haitian Creole (Clean),English,227,htclean-en.test,227,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,3,koc-combo,2,cmu-heafield-combo,0,blank,2,1,2,2,-1
Haitian Creole (Clean),English,228,htclean-en.test,228,ABTW6BJ90KRHP,2,cmu-heafield-combo,3,koc-combo,1,_ref,4,upv-prhlt-combo,0,blank,2,3,1,3,-1
Haitian Creole (Raw),English,427,htraw-en.test,427,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,428,htraw-en.test,428,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,1,3,-1,-1
Haitian Creole (Raw),English,429,htraw-en.test,429,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,502,htraw-en.test,502,A3QPOJPYI2BBT5,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,3,1,2,-1,-1
Haitian Creole (Raw),English,503,htraw-en.test,503,A3QPOJPYI2BBT5,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,3,2,-1,-1
Haitian Creole (Raw),English,504,htraw-en.test,504,A3QPOJPYI2BBT5,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,3,2,-1,-1
Haitian Creole (Raw),English,160,htraw-en.test,160,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,2,1,3,-1,-1
Haitian Creole (Raw),English,161,htraw-en.test,161,ABTW6BJ90KRHP,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,3,2,-1,-1
Haitian Creole (Raw),English,162,htraw-en.test,162,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,3,1,-1,-1
Haitian Creole (Raw),English,292,htraw-en.test,292,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,3,-1,-1
Haitian Creole (Raw),English,293,htraw-en.test,293,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,1,1,-1,-1
Haitian Creole (Raw),English,294,htraw-en.test,294,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,1,1,1,-1,-1
Haitian Creole (Raw),English,589,htraw-en.test,589,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,1,1,2,-1,-1
Haitian Creole (Raw),English,590,htraw-en.test,590,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,591,htraw-en.test,591,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,1,2,1,-1,-1
Haitian Creole (Raw),English,463,htraw-en.test,463,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,1,1,1,-1,-1
Haitian Creole (Raw),English,464,htraw-en.test,464,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,465,htraw-en.test,465,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,1,2,1,-1,-1
Haitian Creole (Raw),English,10,htraw-en.test,10,A3QPOJPYI2BBT5,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,11,htraw-en.test,11,A3QPOJPYI2BBT5,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,3,2,1,-1,-1
Haitian Creole (Raw),English,12,htraw-en.test,12,A3QPOJPYI2BBT5,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,3,1,-1,-1
Haitian Creole (Raw),English,295,htraw-en.test,295,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,296,htraw-en.test,296,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,3,1,-1,-1
Haitian Creole (Raw),English,297,htraw-en.test,297,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,421,htraw-en.test,421,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,422,htraw-en.test,422,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,1,1,1,-1,-1
Haitian Creole (Raw),English,423,htraw-en.test,423,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,10,htraw-en.test,10,AGA961CZDY79B,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,11,htraw-en.test,11,AGA961CZDY79B,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,3,1,-1,-1
Haitian Creole (Raw),English,12,htraw-en.test,12,AGA961CZDY79B,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,3,1,-1,-1
Haitian Creole (Clean),English,469,htclean-en.test,469,A31MH0CTJB3LMZ,3,koc-combo,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,2,1,4,3,-1
Haitian Creole (Clean),English,470,htclean-en.test,470,A31MH0CTJB3LMZ,1,_ref,3,koc-combo,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,1,2,3,1,-1
Haitian Creole (Clean),English,471,htclean-en.test,471,A31MH0CTJB3LMZ,2,cmu-heafield-combo,1,_ref,3,koc-combo,4,upv-prhlt-combo,0,blank,1,1,3,3,-1
Haitian Creole (Clean),English,145,htclean-en.test,145,A31MH0CTJB3LMZ,3,koc-combo,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,4,1,2,3,-1
Haitian Creole (Clean),English,146,htclean-en.test,146,A31MH0CTJB3LMZ,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,3,koc-combo,0,blank,3,3,1,2,-1
Haitian Creole (Clean),English,147,htclean-en.test,147,A31MH0CTJB3LMZ,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,3,koc-combo,0,blank,2,1,2,3,-1
Haitian Creole (Clean),English,67,htclean-en.test,67,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,3,koc-combo,0,blank,1,1,1,1,-1
Haitian Creole (Clean),English,68,htclean-en.test,68,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,3,3,1,2,-1
Haitian Creole (Clean),English,69,htclean-en.test,69,ABTW6BJ90KRHP,1,_ref,3,koc-combo,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,1,4,2,3,-1
Haitian Creole (Clean),English,211,htclean-en.test,211,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,3,2,1,2,-1
Haitian Creole (Clean),English,212,htclean-en.test,212,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,3,koc-combo,0,blank,1,5,2,2,-1
Haitian Creole (Clean),English,213,htclean-en.test,213,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,3,koc-combo,0,blank,3,1,3,2,-1
Haitian Creole (Clean),English,34,htclean-en.test,34,ABTW6BJ90KRHP,2,cmu-heafield-combo,3,koc-combo,1,_ref,4,upv-prhlt-combo,0,blank,2,3,1,5,-1
Haitian Creole (Clean),English,35,htclean-en.test,35,ABTW6BJ90KRHP,2,cmu-heafield-combo,3,koc-combo,4,upv-prhlt-combo,1,_ref,0,blank,2,2,2,1,-1
Haitian Creole (Clean),English,36,htclean-en.test,36,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,5,2,1,2,-1
Haitian Creole (Clean),English,325,htclean-en.test,325,A31MH0CTJB3LMZ,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,3,koc-combo,0,blank,1,3,2,2,-1
Haitian Creole (Clean),English,326,htclean-en.test,326,A31MH0CTJB3LMZ,2,cmu-heafield-combo,4,upv-prhlt-combo,3,koc-combo,1,_ref,0,blank,2,2,2,1,-1
Haitian Creole (Clean),English,327,htclean-en.test,327,A31MH0CTJB3LMZ,2,cmu-heafield-combo,4,upv-prhlt-combo,3,koc-combo,1,_ref,0,blank,3,2,1,1,-1
Haitian Creole (Clean),English,226,htclean-en.test,226,ABTW6BJ90KRHP,3,koc-combo,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,4,1,3,2,-1
Haitian Creole (Clean),English,227,htclean-en.test,227,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,-1,2,1,2,-1
Haitian Creole (Clean),English,228,htclean-en.test,228,ABTW6BJ90KRHP,2,cmu-heafield-combo,3,koc-combo,4,upv-prhlt-combo,1,_ref,0,blank,2,2,2,1,-1
Haitian Creole (Clean),English,28,htclean-en.test,28,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,3,koc-combo,4,upv-prhlt-combo,0,blank,2,1,2,2,-1
Haitian Creole (Clean),English,29,htclean-en.test,29,ABTW6BJ90KRHP,3,koc-combo,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,2,1,2,2,-1
Haitian Creole (Clean),English,30,htclean-en.test,30,ABTW6BJ90KRHP,1,_ref,3,koc-combo,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,1,2,3,3,-1
Haitian Creole (Clean),English,439,htclean-en.test,439,A18KPQKAC1S9LU,1,_ref,2,cmu-heafield-combo,3,koc-combo,4,upv-prhlt-combo,0,blank,1,2,4,3,-1
Haitian Creole (Clean),English,440,htclean-en.test,440,A18KPQKAC1S9LU,3,koc-combo,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,2,3,3,1,-1
Haitian Creole (Clean),English,441,htclean-en.test,441,A18KPQKAC1S9LU,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,3,koc-combo,0,blank,1,1,3,2,-1
Haitian Creole (Clean),English,34,htclean-en.test,34,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,3,2,4,1,-1
Haitian Creole (Clean),English,35,htclean-en.test,35,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,3,koc-combo,0,blank,1,2,2,2,-1
Haitian Creole (Clean),English,36,htclean-en.test,36,ABTW6BJ90KRHP,3,koc-combo,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,5,2,2,1,-1
Haitian Creole (Clean),English,145,htclean-en.test,145,A31MH0CTJB3LMZ,3,koc-combo,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,4,1,3,2,-1
Haitian Creole (Clean),English,146,htclean-en.test,146,A31MH0CTJB3LMZ,2,cmu-heafield-combo,4,upv-prhlt-combo,3,koc-combo,1,_ref,0,blank,3,3,3,2,-1
Haitian Creole (Clean),English,147,htclean-en.test,147,A31MH0CTJB3LMZ,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,3,koc-combo,0,blank,1,2,2,2,-1
Haitian Creole (Clean),English,439,htclean-en.test,439,ABTW6BJ90KRHP,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,3,koc-combo,0,blank,1,3,1,4,-1
Haitian Creole (Clean),English,440,htclean-en.test,440,ABTW6BJ90KRHP,4,upv-prhlt-combo,3,koc-combo,1,_ref,2,cmu-heafield-combo,0,blank,1,1,1,1,-1
Haitian Creole (Clean),English,441,htclean-en.test,441,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,3,koc-combo,4,upv-prhlt-combo,0,blank,5,1,2,2,-1
Haitian Creole (Raw),English,106,htraw-en.test,106,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,107,htraw-en.test,107,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,108,htraw-en.test,108,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,106,htraw-en.test,106,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,3,1,2,-1,-1
Haitian Creole (Raw),English,107,htraw-en.test,107,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,3,-1,-1
Haitian Creole (Raw),English,108,htraw-en.test,108,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,589,htraw-en.test,589,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,1,2,-1,-1
Haitian Creole (Raw),English,590,htraw-en.test,590,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,591,htraw-en.test,591,ABTW6BJ90KRHP,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,2,1,-1,-1
Haitian Creole (Raw),English,193,htraw-en.test,193,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,194,htraw-en.test,194,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,5,2,1,-1,-1
Haitian Creole (Raw),English,195,htraw-en.test,195,ABTW6BJ90KRHP,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,439,htraw-en.test,439,A31MH0CTJB3LMZ,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,2,1,-1,-1
Haitian Creole (Raw),English,440,htraw-en.test,440,A31MH0CTJB3LMZ,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,1,1,1,-1,-1
Haitian Creole (Raw),English,441,htraw-en.test,441,A31MH0CTJB3LMZ,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,1,-1,-1
Haitian Creole (Raw),English,526,htraw-en.test,526,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,527,htraw-en.test,527,ABTW6BJ90KRHP,2,cmu-heafield-combo,1,_ref,4,upv-prhlt-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,528,htraw-en.test,528,ABTW6BJ90KRHP,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,367,htraw-en.test,367,A18KPQKAC1S9LU,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,3,1,2,-1,-1
Haitian Creole (Raw),English,368,htraw-en.test,368,A18KPQKAC1S9LU,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,369,htraw-en.test,369,A18KPQKAC1S9LU,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,1,1,-1,-1
Haitian Creole (Raw),English,1,htraw-en.test,1,A31MH0CTJB3LMZ,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,3,1,-1,-1
Haitian Creole (Raw),English,2,htraw-en.test,2,A31MH0CTJB3LMZ,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,3,htraw-en.test,3,A31MH0CTJB3LMZ,2,cmu-heafield-combo,4,upv-prhlt-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,589,htraw-en.test,589,ABTW6BJ90KRHP,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,2,1,-1,-1
Haitian Creole (Raw),English,590,htraw-en.test,590,ABTW6BJ90KRHP,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,591,htraw-en.test,591,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,1,1,-1,-1
Haitian Creole (Raw),English,250,htraw-en.test,250,ABTW6BJ90KRHP,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,251,htraw-en.test,251,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,3,1,2,-1,-1
Haitian Creole (Raw),English,252,htraw-en.test,252,ABTW6BJ90KRHP,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,2,1,3,-1,-1
Haitian Creole (Raw),English,526,htraw-en.test,526,A18KPQKAC1S9LU,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,527,htraw-en.test,527,A18KPQKAC1S9LU,4,upv-prhlt-combo,2,cmu-heafield-combo,1,_ref,0,blank,0,blank,2,2,1,-1,-1
Haitian Creole (Raw),English,528,htraw-en.test,528,A18KPQKAC1S9LU,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,2,2,-1,-1
Haitian Creole (Raw),English,589,htraw-en.test,589,A18KPQKAC1S9LU,1,_ref,2,cmu-heafield-combo,4,upv-prhlt-combo,0,blank,0,blank,1,1,1,-1,-1
Haitian Creole (Raw),English,590,htraw-en.test,590,A18KPQKAC1S9LU,4,upv-prhlt-combo,1,_ref,2,cmu-heafield-combo,0,blank,0,blank,2,1,2,-1,-1
Haitian Creole (Raw),English,591,htraw-en.test,591,A18KPQKAC1S9LU,1,_ref,4,upv-prhlt-combo,2,cmu-heafield-combo,0,blank,0,blank,1,2,1,-1,-1
