JUDGEMENT_ID	TASK	TYPE	ITEM_ID	ANNOTATOR_ID	ANNOTATOR_TYPE_COUNT	TIME	SYSTEM_0	SCORE_0_A	SCORE_0_B	SYSTEM_1	SCORE_1_A	SCORE_1_B	SYSTEM_2	SCORE_2_A	SCORE_2_B	SYSTEM_3	SCORE_3_A	SCORE_3_B	SYSTEM_4	SCORE_4_A	SCORE_4_B	EXTRA
473	WMT09 Multisource-English News	RANK	2247	13	0	122	bbn-combo	5		cmu-combo	3		rwth-combo	2							
474	WMT09 Multisource-English News	RANK	2515	13	1	35	rwth-combo	2		bbn-combo	2		cmu-combo	1							
475	WMT09 Multisource-English News	RANK	1294	13	2	66	rwth-combo	1		cmu-combo	2		bbn-combo	3							
476	WMT09 Multisource-English News	RANK	1663	13	3	116	bbn-combo	1		cmu-combo	2		rwth-combo	3							
477	WMT09 Multisource-English News	RANK	1867	13	4	102	rwth-combo	1		bbn-combo	5		cmu-combo	3							
478	WMT09 Multisource-English News	RANK	171	13	5	174	cmu-combo	1		bbn-combo	2		rwth-combo	3							
479	WMT09 Multisource-English News	RANK	2318	13	6	51	rwth-combo	3		cmu-combo	3		bbn-combo	3							
480	WMT09 Multisource-English News	RANK	1285	13	7	31	cmu-combo	3		bbn-combo	2		rwth-combo	1							
481	WMT09 Multisource-English News	RANK	2483	13	8	52	rwth-combo	3		cmu-combo	4		bbn-combo	1							
482	WMT09 Multisource-English News	RANK	1528	13	9	55	rwth-combo	1		bbn-combo	2		cmu-combo	3							
483	WMT09 Multisource-English News	RANK	462	13	10	69	bbn-combo	1		cmu-combo	4		rwth-combo	4							
485	WMT09 Multisource-English News	RANK	1742	13	11	118	bbn-combo	1		cmu-combo	1		rwth-combo	1							
486	WMT09 Multisource-English News	RANK	1724	13	12	28	bbn-combo	3		rwth-combo	5		cmu-combo	1							
488	WMT09 Multisource-English News	RANK	65	13	13	57	bbn-combo	2		rwth-combo	1		cmu-combo	3							
497	WMT09 Multisource-English News	RANK	2415	13	14	179	bbn-combo	5		cmu-combo	3		rwth-combo	1							
499	WMT09 Multisource-English News	RANK	2079	13	15	64	bbn-combo	4		rwth-combo	2		cmu-combo	1							
501	WMT09 Multisource-English News	RANK	1765	13	16	86	rwth-combo	1		cmu-combo	2		bbn-combo	3							
503	WMT09 Multisource-English News	RANK	2434	13	17	116	cmu-combo	2		rwth-combo	4		bbn-combo	5							
504	WMT09 Multisource-English News	RANK	2515	13	18	15	rwth-combo	1		bbn-combo	2		cmu-combo	2							
506	WMT09 Multisource-English News	RANK	2247	13	19	23	bbn-combo	4		cmu-combo	1		rwth-combo	3							
658	WMT09 Multisource-English News	RANK	973	14	60	81	rwth-combo	1		bbn-combo	2		cmu-combo	3							
659	WMT09 Multisource-English News	RANK	1294	14	61	21	rwth-combo	2		bbn-combo	3		cmu-combo	1							
661	WMT09 Multisource-English News	RANK	2247	14	62	25	cmu-combo	3		bbn-combo	1		rwth-combo	2							
662	WMT09 Multisource-English News	RANK	627	14	63	33	cmu-combo	3		bbn-combo	2		rwth-combo	1							
664	WMT09 Multisource-English News	RANK	26	14	64	18	cmu-combo	2		rwth-combo	1		bbn-combo	3							
666	WMT09 Multisource-English News	RANK	1043	14	65	43	cmu-combo	3		bbn-combo	1		rwth-combo	2							
668	WMT09 Multisource-English News	RANK	273	14	66	56	bbn-combo	3		cmu-combo	1		rwth-combo	2							
671	WMT09 Multisource-English News	RANK	2107	14	67	26	rwth-combo	3		cmu-combo	1		bbn-combo	2							
673	WMT09 Multisource-English News	RANK	1761	14	68	35	bbn-combo	1		rwth-combo	3		cmu-combo	2							
675	WMT09 Multisource-English News	RANK	2373	14	69	39	cmu-combo	2		rwth-combo	1		bbn-combo	3							
677	WMT09 Multisource-English News	RANK	2145	14	70	56	bbn-combo	2		rwth-combo	1		cmu-combo	3							
679	WMT09 Multisource-English News	RANK	1346	14	71	15	cmu-combo	3		rwth-combo	1		bbn-combo	1							
680	WMT09 Multisource-English News	RANK	1675	14	72	18	rwth-combo	2		cmu-combo	1		bbn-combo	2							
683	WMT09 Multisource-English News	RANK	432	14	73	37	rwth-combo	1		bbn-combo	2		cmu-combo	3							
685	WMT09 Multisource-English News	RANK	1353	14	74	43	cmu-combo	2		rwth-combo	3		bbn-combo	1							
689	WMT09 Multisource-English News	RANK	1663	14	75	72	bbn-combo	3		rwth-combo	2		cmu-combo	1							
691	WMT09 Multisource-English News	RANK	441	14	76	47	bbn-combo	1		cmu-combo	2		rwth-combo	3							
694	WMT09 Multisource-English News	RANK	772	14	77	30	bbn-combo	3		rwth-combo	2		cmu-combo	1							
697	WMT09 Multisource-English News	RANK	2247	14	78	18	cmu-combo	2		bbn-combo	3		rwth-combo	1							
698	WMT09 Multisource-English News	RANK	973	14	79	17	rwth-combo	1		bbn-combo	3		cmu-combo	2							
779	WMT09 Multisource-English News	RANK	681	18	20	31	rwth-combo	3		bbn-combo	3		cmu-combo	3							
781	WMT09 Multisource-English News	RANK	1285	18	21	28	rwth-combo	3		bbn-combo	3		cmu-combo	4							
786	WMT09 Multisource-English News	RANK	1053	18	22	46	bbn-combo	1		cmu-combo	2		rwth-combo	3							
792	WMT09 Multisource-English News	RANK	2418	18	23	123	bbn-combo	4		rwth-combo	4		cmu-combo	4							
794	WMT09 Multisource-English News	RANK	583	18	24	34	rwth-combo	5		bbn-combo	3		cmu-combo	4							
797	WMT09 Multisource-English News	RANK	625	18	25	65	rwth-combo	4		bbn-combo	3		cmu-combo	3							
799	WMT09 Multisource-English News	RANK	181	18	26	20	bbn-combo	2		cmu-combo	2		rwth-combo	2							
802	WMT09 Multisource-English News	RANK	1018	18	27	40	bbn-combo	4		rwth-combo	2		cmu-combo	3							
804	WMT09 Multisource-English News	RANK	360	18	28	40	bbn-combo	4		rwth-combo	3		cmu-combo	4							
808	WMT09 Multisource-English News	RANK	528	18	29	78	cmu-combo	4		rwth-combo	5		bbn-combo	3							
811	WMT09 Multisource-English News	RANK	330	18	30	74	cmu-combo	2		rwth-combo	3		bbn-combo	3							
812	WMT09 Multisource-English News	RANK	1638	18	31	49	bbn-combo	2		cmu-combo	3		rwth-combo	2							
813	WMT09 Multisource-English News	RANK	943	18	32	44	bbn-combo	3		rwth-combo	3		cmu-combo	3							
814	WMT09 Multisource-English News	RANK	441	18	33	60	rwth-combo	3		bbn-combo	3		cmu-combo	2							
815	WMT09 Multisource-English News	RANK	2384	18	34	41	cmu-combo	2		rwth-combo	2		bbn-combo	2							
816	WMT09 Multisource-English News	RANK	1043	18	35	65	rwth-combo	3		cmu-combo	4		bbn-combo	1							
817	WMT09 Multisource-English News	RANK	932	18	36	30	cmu-combo	2		bbn-combo	2		rwth-combo	2							
818	WMT09 Multisource-English News	RANK	328	18	37	60	rwth-combo	2		cmu-combo	3		bbn-combo	4							
819	WMT09 Multisource-English News	RANK	681	18	38	16	rwth-combo	3		bbn-combo	3		cmu-combo	3							
820	WMT09 Multisource-English News	RANK	2418	18	39	23	bbn-combo	4		rwth-combo	4		cmu-combo	4							
927	WMT09 Multisource-English News	RANK	1722	23	0	45	bbn-combo	3		rwth-combo	2		cmu-combo	1							
928	WMT09 Multisource-English News	RANK	2515	23	1	28	rwth-combo	2		cmu-combo	1		bbn-combo	1							
929	WMT09 Multisource-English News	RANK	2079	23	2	34	cmu-combo	2		rwth-combo	1		bbn-combo	3							
931	WMT09 Multisource-English News	RANK	1663	23	3	138	bbn-combo	3		cmu-combo	1		rwth-combo	2							
933	WMT09 Multisource-English News	RANK	932	23	4	32	cmu-combo	1		rwth-combo	1		bbn-combo	1							
2961	WMT09 Multisource-English News	RANK	1219	23	7	43	rwth-combo	2		cmu-combo	1		bbn-combo	3							
2962	WMT09 Multisource-English News	RANK	410	23	8	22	bbn-combo	1		rwth-combo	1		cmu-combo	1							
2964	WMT09 Multisource-English News	RANK	864	23	9	23	cmu-combo	1		rwth-combo	2		bbn-combo	2							
969	WMT09 Multisource-English News	RANK	2327	25	0	64	bbn-combo	3		cmu-combo	1		rwth-combo	2							
970	WMT09 Multisource-English News	RANK	420	25	1	27	rwth-combo	2		cmu-combo	2		bbn-combo	2							
971	WMT09 Multisource-English News	RANK	687	25	2	65	bbn-combo	1		cmu-combo	2		rwth-combo	3							
972	WMT09 Multisource-English News	RANK	657	25	3	70	bbn-combo	1		rwth-combo	2		cmu-combo	2							
973	WMT09 Multisource-English News	RANK	1690	25	4	56	rwth-combo	2		bbn-combo	1		cmu-combo	3							
974	WMT09 Multisource-English News	RANK	265	25	5	85	bbn-combo	2		cmu-combo	2		rwth-combo	1							
975	WMT09 Multisource-English News	RANK	1716	25	6	83	bbn-combo	3		cmu-combo	2		rwth-combo	1							
976	WMT09 Multisource-English News	RANK	299	25	7	61	bbn-combo	3		rwth-combo	1		cmu-combo	2							
977	WMT09 Multisource-English News	RANK	2348	25	8	67	rwth-combo	5		cmu-combo	5		bbn-combo	5							
979	WMT09 Multisource-English News	RANK	256	25	9	97	rwth-combo	1		bbn-combo	2		cmu-combo	1							
980	WMT09 Multisource-English News	RANK	263	25	10	33	cmu-combo	3		bbn-combo	1		rwth-combo	5							
981	WMT09 Multisource-English News	RANK	680	25	11	88	rwth-combo	1		bbn-combo	3		cmu-combo	2							
983	WMT09 Multisource-English News	RANK	310	25	12	54	cmu-combo	1		rwth-combo	2		bbn-combo	3							
986	WMT09 Multisource-English News	RANK	835	25	13	47	bbn-combo	1		rwth-combo	3		cmu-combo	2							
988	WMT09 Multisource-English News	RANK	2212	25	14	45	bbn-combo	1		rwth-combo	1		cmu-combo	2							
993	WMT09 Multisource-English News	RANK	1126	25	15	121	rwth-combo	2		cmu-combo	3		bbn-combo	1							
995	WMT09 Multisource-English News	RANK	1059	25	16	66	rwth-combo	3		bbn-combo	1		cmu-combo	2							
997	WMT09 Multisource-English News	RANK	2462	25	17	48	cmu-combo	3		rwth-combo	1		bbn-combo	2							
998	WMT09 Multisource-English News	RANK	420	25	18	35	rwth-combo	1		cmu-combo	1		bbn-combo	1							
999	WMT09 Multisource-English News	RANK	2327	25	19	54	bbn-combo	2		cmu-combo	1		rwth-combo	3							
2265	WMT09 Multisource-English News	RANK	2383	49	0	87	cmu-combo	5		bbn-combo	1		rwth-combo	3							
2266	WMT09 Multisource-English News	RANK	2330	49	1	42	cmu-combo	5		rwth-combo	4		bbn-combo	4							
2267	WMT09 Multisource-English News	RANK	841	49	2	54	cmu-combo	5		bbn-combo	1		rwth-combo	2							
2268	WMT09 Multisource-English News	RANK	2438	49	3	133	rwth-combo	5		bbn-combo	5		cmu-combo	4							
2269	WMT09 Multisource-English News	RANK	1551	49	4	45	bbn-combo	1		rwth-combo	1		cmu-combo	2							
2270	WMT09 Multisource-English News	RANK	2289	49	5	74	cmu-combo	2		bbn-combo	1		rwth-combo	3							
2271	WMT09 Multisource-English News	RANK	51	49	6	41	bbn-combo	2		rwth-combo	2		cmu-combo	1							
2272	WMT09 Multisource-English News	RANK	1877	49	7	63	cmu-combo	1		bbn-combo	2		rwth-combo	3							
2436	WMT09 Multisource-English News	RANK	536	49	8	31	cmu-combo	1		rwth-combo	5		bbn-combo	1							
2439	WMT09 Multisource-English News	RANK	990	49	9	92	bbn-combo	2		cmu-combo	3		rwth-combo	1							
2441	WMT09 Multisource-English News	RANK	994	49	10	62	rwth-combo	5		bbn-combo	5		cmu-combo	1							
2444	WMT09 Multisource-English News	RANK	2020	49	11	101	bbn-combo	5		cmu-combo	1		rwth-combo	3							
2448	WMT09 Multisource-English News	RANK	299	49	12	82	rwth-combo	3		cmu-combo	1		bbn-combo	5							
2449	WMT09 Multisource-English News	RANK	617	49	13	40	cmu-combo	4		rwth-combo	2		bbn-combo	1							
2452	WMT09 Multisource-English News	RANK	2352	49	14	32	cmu-combo	3		rwth-combo	3		bbn-combo	3							
2457	WMT09 Multisource-English News	RANK	1784	49	15	108	bbn-combo	1		rwth-combo	1		cmu-combo	2							
2460	WMT09 Multisource-English News	RANK	2174	49	16	42	bbn-combo	3		cmu-combo	1		rwth-combo	2							
2463	WMT09 Multisource-English News	RANK	1369	49	17	48	bbn-combo	2		cmu-combo	4		rwth-combo	1							
2468	WMT09 Multisource-English News	RANK	2330	49	18	25	cmu-combo	5		rwth-combo	3		bbn-combo	2							
2470	WMT09 Multisource-English News	RANK	2383	49	19	42	cmu-combo	5		bbn-combo	1		rwth-combo	2							
3206	WMT09 Multisource-English News	RANK	2476	57	6	52	bbn-combo	5		cmu-combo	2		rwth-combo	3							
3208	WMT09 Multisource-English News	RANK	948	57	7	20	bbn-combo	3		rwth-combo	1		cmu-combo	5							
3222	WMT09 Multisource-English News	RANK	881	57	8	406	rwth-combo	1		cmu-combo	5		bbn-combo	2							
3223	WMT09 Multisource-English News	RANK	1877	57	9	34	cmu-combo	1		rwth-combo	2		bbn-combo	3							
3225	WMT09 Multisource-English News	RANK	1652	57	10	61	cmu-combo	1		rwth-combo	2		bbn-combo	3							
3229	WMT09 Multisource-English News	RANK	2099	57	11	154	bbn-combo	1		rwth-combo	3		cmu-combo	2							
3230	WMT09 Multisource-English News	RANK	881	57	12	11	bbn-combo	1		rwth-combo	2		cmu-combo	5							
3231	WMT09 Multisource-English News	RANK	2212	57	13	20	cmu-combo	4		rwth-combo	1		bbn-combo	2							
3245	WMT09 Multisource-English News	RANK	266	57	14	885	cmu-combo	1		rwth-combo	2		bbn-combo	4							
3303	WMT09 Multisource-English News	RANK	990	57	15	1888	rwth-combo	2		bbn-combo	3		cmu-combo	1							
3304	WMT09 Multisource-English News	RANK	739	57	16	46	cmu-combo	4		bbn-combo	2		rwth-combo	1							
3305	WMT09 Multisource-English News	RANK	2174	57	17	23	cmu-combo	2		rwth-combo	1		bbn-combo	3							
3321	WMT09 Multisource-English News	RANK	64	57	18	694	bbn-combo	4		cmu-combo	2		rwth-combo	3							
3322	WMT09 Multisource-English News	RANK	593	57	19	36	rwth-combo	2		bbn-combo	4		cmu-combo	5							
3324	WMT09 Multisource-English News	RANK	196	57	20	14	cmu-combo	4		bbn-combo	3		rwth-combo	5							
3326	WMT09 Multisource-English News	RANK	2391	57	21	11	bbn-combo	4		cmu-combo	2		rwth-combo	3							
3415	WMT09 Multisource-English News	RANK	381	57	22	3781	rwth-combo	1		cmu-combo	3		bbn-combo	2							
3416	WMT09 Multisource-English News	RANK	1427	57	23	57	cmu-combo	4		rwth-combo	5		bbn-combo	3							
3418	WMT09 Multisource-English News	RANK	1877	57	24	20	cmu-combo	2		rwth-combo	3		bbn-combo	4							
3420	WMT09 Multisource-English News	RANK	2476	57	25	91	bbn-combo	5		cmu-combo	4		rwth-combo	3							
3935	WMT09 Multisource-English News	RANK	532	64	0	73	bbn-combo	5		rwth-combo	1		cmu-combo	5							
3936	WMT09 Multisource-English News	RANK	1745	64	1	22	cmu-combo	1		rwth-combo	5		bbn-combo	5							
3937	WMT09 Multisource-English News	RANK	995	64	2	35	rwth-combo	1		cmu-combo	1		bbn-combo	5							
4402	WMT09 Multisource-English News	RANK	1108	17	40	64	bbn-combo	5		cmu-combo	2		rwth-combo	3							
4404	WMT09 Multisource-English News	RANK	352	17	41	48	cmu-combo	4		rwth-combo	1		bbn-combo	2							
4408	WMT09 Multisource-English News	RANK	66	17	42	94	bbn-combo	4		rwth-combo	1		cmu-combo	3							
4411	WMT09 Multisource-English News	RANK	1252	17	43	107	cmu-combo	3		bbn-combo	2		rwth-combo	2							
4414	WMT09 Multisource-English News	RANK	779	17	44	20	cmu-combo	1		rwth-combo	5		bbn-combo	3							
4416	WMT09 Multisource-English News	RANK	2271	17	45	63	cmu-combo	3		bbn-combo	2		rwth-combo	3							
4420	WMT09 Multisource-English News	RANK	2317	17	46	66	cmu-combo	3		bbn-combo	3		rwth-combo	3							
4422	WMT09 Multisource-English News	RANK	2020	17	47	51	bbn-combo	4		rwth-combo	2		cmu-combo	1							
4425	WMT09 Multisource-English News	RANK	1689	17	48	95	bbn-combo	2		cmu-combo	4		rwth-combo	1							
4427	WMT09 Multisource-English News	RANK	1551	17	49	46	bbn-combo	2		cmu-combo	3		rwth-combo	2							
4435	WMT09 Multisource-English News	RANK	2438	17	50	105	bbn-combo	3		cmu-combo	4		rwth-combo	1							
4438	WMT09 Multisource-English News	RANK	2476	17	51	81	rwth-combo	2		bbn-combo	3		cmu-combo	3							
4440	WMT09 Multisource-English News	RANK	2322	17	52	22	rwth-combo	1		cmu-combo	3		bbn-combo	1							
4441	WMT09 Multisource-English News	RANK	1282	17	53	37	rwth-combo	2		cmu-combo	3		bbn-combo	2							
4442	WMT09 Multisource-English News	RANK	2391	17	54	19	cmu-combo	2		rwth-combo	2		bbn-combo	2							
4443	WMT09 Multisource-English News	RANK	2163	17	55	63	rwth-combo	2		bbn-combo	3		cmu-combo	3							
4445	WMT09 Multisource-English News	RANK	333	17	56	34	bbn-combo	1		cmu-combo	4		rwth-combo	1							
4447	WMT09 Multisource-English News	RANK	1095	17	57	47	cmu-combo	2		rwth-combo	3		bbn-combo	2							
4449	WMT09 Multisource-English News	RANK	66	17	58	59	bbn-combo	2		rwth-combo	2		cmu-combo	3							
4450	WMT09 Multisource-English News	RANK	352	17	59	21	cmu-combo	2		rwth-combo	1		bbn-combo	3							
4415	WMT09 Multisource-English News	RANK	680	2	20	54	bbn-combo	2		rwth-combo	1		cmu-combo	3							
4417	WMT09 Multisource-English News	RANK	1877	2	21	54	rwth-combo	3		cmu-combo	1		bbn-combo	2							
4419	WMT09 Multisource-English News	RANK	2391	2	22	18	cmu-combo	1		rwth-combo	1		bbn-combo	2							
4430	WMT09 Multisource-English News	RANK	1890	2	23	272	cmu-combo	1		rwth-combo	2		bbn-combo	3							
4432	WMT09 Multisource-English News	RANK	2289	2	24	32	rwth-combo	1		cmu-combo	2		bbn-combo	1							
4436	WMT09 Multisource-English News	RANK	2355	2	25	63	cmu-combo	3		rwth-combo	1		bbn-combo	2							
4439	WMT09 Multisource-English News	RANK	64	2	26	62	bbn-combo	3		cmu-combo	2		rwth-combo	1							
4459	WMT09 Multisource-English News	RANK	2020	2	27	633	bbn-combo	3		cmu-combo	1		rwth-combo	2							
4463	WMT09 Multisource-English News	RANK	1946	2	28	23	rwth-combo	1		bbn-combo	3		cmu-combo	2							
4466	WMT09 Multisource-English News	RANK	995	2	29	36	rwth-combo	2		cmu-combo	1		bbn-combo	2							
4467	WMT09 Multisource-English News	RANK	1522	2	30	24	bbn-combo	2		cmu-combo	3		rwth-combo	3							
4470	WMT09 Multisource-English News	RANK	2298	2	31	36	cmu-combo	3		rwth-combo	1		bbn-combo	2							
4471	WMT09 Multisource-English News	RANK	1373	2	32	11	cmu-combo	1		bbn-combo	2		rwth-combo	1							
4475	WMT09 Multisource-English News	RANK	1201	2	33	51	rwth-combo	1		bbn-combo	1		cmu-combo	1							
4477	WMT09 Multisource-English News	RANK	2140	2	34	52	cmu-combo	2		rwth-combo	1		bbn-combo	2							
4479	WMT09 Multisource-English News	RANK	1450	2	35	50	bbn-combo	2		rwth-combo	1		cmu-combo	2							
4481	WMT09 Multisource-English News	RANK	2102	2	36	65	cmu-combo	2		rwth-combo	1		bbn-combo	2							
4485	WMT09 Multisource-English News	RANK	990	2	37	58	bbn-combo	3		cmu-combo	1		rwth-combo	2							
4488	WMT09 Multisource-English News	RANK	680	2	38	53	bbn-combo	2		rwth-combo	1		cmu-combo	3							
4490	WMT09 Multisource-English News	RANK	2391	2	39	12	cmu-combo	1		rwth-combo	1		bbn-combo	2							
4935	WMT09 Multisource-English News	RANK	915	30	120	16	bbn-combo	3		cmu-combo	3		rwth-combo	3							
4937	WMT09 Multisource-English News	RANK	1368	30	121	28	cmu-combo	1		rwth-combo	2		bbn-combo	2							
4947	WMT09 Multisource-English News	RANK	2354	30	122	745	cmu-combo	2		bbn-combo	2		rwth-combo	1							
4948	WMT09 Multisource-English News	RANK	1997	30	123	1279	cmu-combo	2		rwth-combo	2		bbn-combo	1							
4952	WMT09 Multisource-English News	RANK	2375	30	124	203	rwth-combo	3		bbn-combo	3		cmu-combo	3							
4954	WMT09 Multisource-English News	RANK	299	30	125	59	bbn-combo	3		cmu-combo	1		rwth-combo	2							
4958	WMT09 Multisource-English News	RANK	2289	30	126	76	rwth-combo	1		cmu-combo	3		bbn-combo	2							
4993	WMT09 Multisource-English News	RANK	1427	30	127	1729	rwth-combo	2		bbn-combo	1		cmu-combo	2							
5000	WMT09 Multisource-English News	RANK	2020	30	128	604	rwth-combo	2		bbn-combo	2		cmu-combo	1							
5006	WMT09 Multisource-English News	RANK	331	30	129	378	cmu-combo	3		rwth-combo	3		bbn-combo	3							
5007	WMT09 Multisource-English News	RANK	1893	30	130	40	bbn-combo	3		rwth-combo	1		cmu-combo	2							
5011	WMT09 Multisource-English News	RANK	1595	30	131	72	rwth-combo	3		bbn-combo	2		cmu-combo	1							
5012	WMT09 Multisource-English News	RANK	1551	30	132	37	rwth-combo	3		cmu-combo	1		bbn-combo	2							
5013	WMT09 Multisource-English News	RANK	461	30	133	26	rwth-combo	3		bbn-combo	1		cmu-combo	2							
5017	WMT09 Multisource-English News	RANK	332	30	134	120	rwth-combo	2		bbn-combo	1		cmu-combo	3							
5020	WMT09 Multisource-English News	RANK	7	30	135	353	cmu-combo	1		rwth-combo	2		bbn-combo	2							
5036	WMT09 Multisource-English News	RANK	155	30	136	722	rwth-combo	1		cmu-combo	2		bbn-combo	1							
5038	WMT09 Multisource-English News	RANK	839	30	137	22	bbn-combo	2		cmu-combo	1		rwth-combo	2							
5040	WMT09 Multisource-English News	RANK	915	30	138	13	bbn-combo	1		cmu-combo	1		rwth-combo	1							
5042	WMT09 Multisource-English News	RANK	1368	30	139	11	cmu-combo	2		rwth-combo	3		bbn-combo	3							
5115	WMT09 Multisource-English News	RANK	459	78	20	68	rwth-combo	3		cmu-combo	1		bbn-combo	4							
5116	WMT09 Multisource-English News	RANK	307	78	21	48	rwth-combo	2		bbn-combo	1		cmu-combo	4							
5118	WMT09 Multisource-English News	RANK	1095	78	22	37	rwth-combo	4		cmu-combo	3		bbn-combo	1							
5121	WMT09 Multisource-English News	RANK	1595	78	23	108	bbn-combo	3		cmu-combo	1		rwth-combo	2							
5123	WMT09 Multisource-English News	RANK	1368	78	24	30	bbn-combo	2		rwth-combo	2		cmu-combo	1							
5126	WMT09 Multisource-English News	RANK	2161	78	25	41	cmu-combo	1		rwth-combo	1		bbn-combo	2							
5130	WMT09 Multisource-English News	RANK	2384	78	26	98	bbn-combo	1		cmu-combo	2		rwth-combo	3							
5134	WMT09 Multisource-English News	RANK	1561	78	27	73	cmu-combo	4		bbn-combo	2		rwth-combo	1							
5136	WMT09 Multisource-English News	RANK	1400	78	28	17	rwth-combo	1		cmu-combo	4		bbn-combo	3							
5140	WMT09 Multisource-English News	RANK	1689	78	29	219	rwth-combo	1		bbn-combo	3		cmu-combo	4							
5145	WMT09 Multisource-English News	RANK	516	78	30	93	bbn-combo	5		cmu-combo	3		rwth-combo	1							
5148	WMT09 Multisource-English News	RANK	1362	78	31	57	rwth-combo	4		cmu-combo	3		bbn-combo	1							
5150	WMT09 Multisource-English News	RANK	1890	78	32	82	rwth-combo	4		bbn-combo	3		cmu-combo	1							
5152	WMT09 Multisource-English News	RANK	1386	78	33	60	bbn-combo	2		cmu-combo	3		rwth-combo	1							
5158	WMT09 Multisource-English News	RANK	1427	78	34	127	bbn-combo	2		cmu-combo	1		rwth-combo	3							
5161	WMT09 Multisource-English News	RANK	2163	78	35	86	cmu-combo	5		rwth-combo	4		bbn-combo	3							
5163	WMT09 Multisource-English News	RANK	2504	78	36	37	rwth-combo	2		bbn-combo	1		cmu-combo	4							
5164	WMT09 Multisource-English News	RANK	1898	78	37	45	rwth-combo	5		bbn-combo	4		cmu-combo	3							
5165	WMT09 Multisource-English News	RANK	307	78	38	32	rwth-combo	2		bbn-combo	1		cmu-combo	5							
